ID,Type,C1_L-10,C1_R+3,C2_L-10,C2_R+3,C3_L-10,C3_R+3
A1BG-AS1,lncRNA,2.52,2.21,1.79,1.09,9.58,7.32
A2M-AS1,lncRNA,1.47,0.17,2.02,0.33,7.87,9.3
A2ML1-AS1,lncRNA,0.26,0.21,1.0,0.0,0.12,0.33
A2ML1-AS2,lncRNA,1.43,0.59,0.18,1.49,0.0,0.12
AA06,lncRNA,2.2,1.1,0.35,2.17,3.97,1.38
AADACL2-AS1,lncRNA,0.0,0.12,1.16,0.65,0.7,1.49
AATBC,lncRNA,5.05,5.24,6.5,6.46,20.12,17.52
ABALON,lncRNA,3.9,4.05,5.18,3.55,11.38,9.29
ABCA9-AS1,lncRNA,8.17,8.25,10.81,6.84,14.99,9.81
ABCC5-AS1,lncRNA,0.0,0.0,0.2,1.0,1.44,0.31
ABHD15-AS1,lncRNA,0.17,0.96,2.0,1.0,0.0,0.5
AC000032.1,lncRNA,0.25,0.25,0.08,0.17,0.2,0.45
AC000035.1,lncRNA,0.27,0.16,0.83,0.6,3.35,0.98
AC000036.1,lncRNA,0.0,0.58,0.26,0.48,5.37,3.4
AC000050.1,lncRNA,0.41,0.14,2.75,0.39,2.93,0.6
AC000058.1,lncRNA,0.5,3.14,0.0,0.0,6.6,0.93
AC000061.1,lncRNA,0.14,0.2,0.0,2.0,0.5,0.75
AC000065.1,lncRNA,1.58,1.46,0.81,3.29,9.73,12.49
AC000065.2,lncRNA,0.0,0.68,1.2,0.0,3.42,1.92
AC000067.1,lncRNA,1.5,0.0,1.35,0.4,1.85,2.56
AC000068.1,lncRNA,1.75,4.17,6.06,15.91,9.26,8.96
AC000068.2,lncRNA,0.0,0.33,0.0,0.12,2.08,2.22
AC000068.3,lncRNA,0.0,0.0,0.0,0.0,0.05,0.12
AC000072.1,lncRNA,0.05,0.12,0.06,0.5,0.49,2.27
AC000082.1,lncRNA,0.2,0.0,0.2,0.0,0.5,0.37
AC000085.1,lncRNA,1.12,0.0,1.83,0.0,3.23,2.04
AC000113.1,lncRNA,0.0,0.0,0.0,0.09,0.24,0.45
AC000120.1,lncRNA,1.5,5.22,0.0,4.97,2.41,8.2
AC000123.1,lncRNA,0.0,0.0,0.0,0.0,0.09,0.25
AC000124.1,lncRNA,0.92,0.94,9.52,4.92,11.14,8.49
AC000372.1,lncRNA,0.0,1.5,0.0,0.0,0.53,0.25
AC000403.1,lncRNA,0.31,5.36,1.01,0.29,2.51,6.16
AC001226.1,lncRNA,0.25,0.75,0.0,0.0,0.0,0.22
AC002044.1,lncRNA,0.0,6.25,3.0,2.08,4.34,3.0
AC002056.2,lncRNA,0.06,0.1,0.0,0.03,0.33,0.25
AC002057.1,lncRNA,0.0,0.58,0.11,0.0,1.84,2.11
AC002057.2,lncRNA,0.0,0.27,1.0,0.0,3.29,2.89
AC002059.1,lncRNA,0.0,1.35,1.92,1.25,4.27,6.28
AC002064.1,lncRNA,0.11,0.0,0.0,0.0,3.86,0.5
AC002064.2,lncRNA,0.0,0.0,0.0,0.0,0.17,0.07
AC002066.1,lncRNA,0.2,0.25,1.22,0.5,3.4,1.38
AC002069.2,lncRNA,1.83,1.0,1.73,0.63,4.88,9.78
AC002070.1,lncRNA,0.95,0.06,0.45,0.46,14.48,12.39
AC002072.1,lncRNA,0.1,0.17,0.6,0.0,0.8,0.38
AC002074.1,lncRNA,3.36,4.89,0.08,1.67,5.73,4.73
AC002074.2,lncRNA,0.0,0.67,0.64,0.0,1.35,0.85
AC002091.1,lncRNA,0.0,0.33,0.11,0.0,0.33,0.0
AC002091.2,lncRNA,0.0,0.0,0.06,0.0,7.82,7.37
AC002094.1,lncRNA,0.75,2.74,6.36,1.59,15.35,16.37
AC002094.2,lncRNA,0.0,2.0,0.81,0.06,2.8,1.96
AC002094.4,lncRNA,0.0,0.0,0.0,0.0,0.58,0.0
AC002101.1,lncRNA,3.9,3.7,2.02,2.28,16.8,5.89
AC002115.1,lncRNA,0.0,0.0,1.0,0.5,1.17,1.45
AC002116.1,lncRNA,3.99,0.64,0.79,0.57,8.96,6.99
AC002116.2,lncRNA,0.5,0.5,2.24,1.17,5.24,2.69
AC002128.1,lncRNA,0.0,0.0,0.18,0.83,6.46,1.77
AC002128.2,lncRNA,0.2,0.6,0.0,0.0,7.86,6.2
AC002306.1,lncRNA,1.69,0.46,0.0,2.89,0.74,2.83
AC002310.1,lncRNA,3.56,2.41,10.97,6.17,35.11,18.19
AC002310.2,lncRNA,2.54,3.28,3.68,4.03,9.02,12.22
AC002331.1,lncRNA,1.67,1.14,2.48,0.0,0.62,3.02
AC002347.1,lncRNA,0.25,0.1,0.14,1.14,1.92,0.71
AC002351.1,lncRNA,0.42,2.08,1.58,2.46,4.5,1.85
AC002368.1,lncRNA,0.5,0.0,0.05,0.0,0.7,0.25
AC002375.1,lncRNA,0.0,6.0,1.2,0.06,2.67,4.47
AC002377.1,lncRNA,1.9,1.0,0.33,1.33,17.64,12.3
AC002378.1,lncRNA,0.74,2.08,0.59,0.0,1.53,3.54
AC002383.1,lncRNA,0.1,0.65,0.56,0.0,1.04,1.67
AC002386.1,lncRNA,0.0,0.0,0.0,0.11,0.29,0.7
AC002398.1,lncRNA,0.08,0.51,0.68,3.64,5.29,2.89
AC002398.2,lncRNA,0.08,0.41,1.65,0.66,1.08,3.82
AC002401.1,lncRNA,0.25,0.3,1.54,0.38,1.82,1.31
AC002401.2,lncRNA,1.12,0.67,1.75,0.33,2.4,4.32
AC002401.3,lncRNA,0.07,0.0,0.0,0.25,1.39,2.41
AC002401.4,lncRNA,0.0,0.0,0.0,0.0,5.63,4.12
AC002407.1,lncRNA,1552.0,726.43,2742.85,1236.86,6149.1,7271.52
AC002428.1,lncRNA,0.0,1.0,0.25,0.0,2.09,1.55
AC002428.2,lncRNA,0.2,0.25,0.0,0.0,0.39,2.28
AC002451.1,lncRNA,8.86,13.45,17.86,18.92,123.24,103.84
AC002456.1,lncRNA,5.55,8.53,1.55,5.44,7.49,13.06
AC002458.1,lncRNA,0.5,0.1,1.2,1.25,3.65,3.34
AC002460.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC002460.2,lncRNA,0.94,0.53,3.59,3.87,13.78,8.84
AC002463.1,lncRNA,3.89,10.73,1.67,9.2,15.79,14.99
AC002464.1,lncRNA,0.25,0.0,0.33,0.39,0.61,2.22
AC002465.1,lncRNA,0.0,3.1,0.0,0.0,0.4,1.32
AC002467.1,lncRNA,7.52,10.51,8.4,3.73,65.74,62.58
AC002470.1,lncRNA,0.74,1.83,1.51,0.53,0.83,1.15
AC002470.2,lncRNA,4.68,10.65,11.64,5.85,25.55,24.03
AC002472.1,lncRNA,0.32,0.12,0.97,1.17,6.46,2.88
AC002480.1,lncRNA,1.5,0.06,1.56,1.02,4.92,4.09
AC002480.2,lncRNA,4.3,9.53,10.54,9.5,122.8,138.23
AC002511.1,lncRNA,0.0,0.39,4.01,1.5,4.51,3.86
AC002511.2,lncRNA,0.0,1.37,1.2,1.07,3.17,9.35
AC002519.1,lncRNA,0.06,1.5,0.08,0.5,1.24,0.95
AC002529.1,lncRNA,3.25,3.05,1.55,3.15,8.7,8.89
AC002542.6,lncRNA,1.03,1.35,0.25,3.75,7.3,6.04
AC002546.1,lncRNA,1.0,1.22,0.0,0.12,2.8,1.71
AC002550.1,lncRNA,0.5,2.15,1.94,0.66,3.67,2.7
AC002550.2,lncRNA,0.0,0.0,0.0,0.0,0.25,0.0
AC002551.1,lncRNA,1.13,2.9,0.0,0.53,1.17,0.87
AC002553.1,lncRNA,0.56,0.0,0.17,5.0,1.1,3.22
AC002553.2,lncRNA,0.07,0.14,0.0,0.0,0.52,0.11
AC002558.2,lncRNA,1.5,1.0,1.0,7.22,0.15,2.07
AC002558.3,lncRNA,1.17,13.69,1.23,3.19,6.44,5.2
AC002563.1,lncRNA,0.17,0.0,0.0,0.0,0.83,2.51
AC003001.1,lncRNA,2.47,2.86,2.88,3.93,66.78,49.62
AC003005.2,lncRNA,0.75,4.0,1.5,4.0,1.09,0.58
AC003009.1,lncRNA,0.0,0.25,0.0,0.5,2.29,0.76
AC003035.1,lncRNA,0.43,0.0,0.0,0.17,1.32,0.0
AC003035.2,lncRNA,0.12,0.0,0.22,1.0,0.95,1.35
AC003043.1,lncRNA,3.25,0.0,0.5,0.2,0.48,0.79
AC003043.2,lncRNA,0.67,0.99,3.12,4.9,11.09,11.08
AC003044.1,lncRNA,0.0,0.0,0.0,2.29,1.86,4.33
AC003070.1,lncRNA,1.7,1.2,9.09,2.31,9.11,8.25
AC003070.2,lncRNA,0.37,0.5,0.42,0.46,2.34,2.19
AC003077.1,lncRNA,2.17,1.9,1.58,2.82,5.05,8.23
AC003084.1,lncRNA,0.0,0.11,0.0,0.0,0.28,1.33
AC003086.1,lncRNA,1.05,0.14,1.45,0.0,2.41,2.42
AC003087.1,lncRNA,0.0,0.0,0.0,0.0,1.23,0.75
AC003092.1,lncRNA,0.83,0.0,1.83,0.0,44.24,34.22
AC003092.2,lncRNA,0.0,0.0,0.0,0.0,0.12,1.17
AC003093.1,lncRNA,4.57,1.94,3.45,7.26,5.57,5.81
AC003098.1,lncRNA,0.12,0.62,0.0,0.29,0.68,1.61
AC003101.1,lncRNA,0.05,0.25,0.0,2.0,1.95,3.75
AC003101.2,lncRNA,0.08,1.63,0.14,0.78,5.39,3.39
AC003102.1,lncRNA,14.92,10.85,6.09,10.78,37.69,36.49
AC003659.1,lncRNA,0.0,0.75,0.17,0.0,0.5,0.06
AC003666.1,lncRNA,1.42,0.83,0.09,4.14,2.84,1.09
AC003681.1,lncRNA,43.51,63.23,52.01,77.08,169.99,201.51
AC003682.1,lncRNA,0.0,0.67,0.5,0.5,0.11,0.84
AC003684.1,lncRNA,3.05,17.38,7.76,10.78,8.22,7.23
AC003685.1,lncRNA,0.5,0.29,0.25,0.19,0.12,0.52
AC003687.1,lncRNA,0.12,0.0,0.32,0.0,0.73,0.58
AC003688.2,lncRNA,0.0,1.5,0.28,0.0,0.82,2.32
AC003950.1,lncRNA,0.0,0.0,0.0,0.2,0.76,0.0
AC003956.1,lncRNA,0.0,0.17,0.5,2.48,2.95,0.37
AC003958.2,lncRNA,3.94,2.39,1.35,0.92,31.61,19.32
AC003965.1,lncRNA,1.0,0.08,2.08,2.0,3.51,1.66
AC003965.2,lncRNA,0.0,0.25,0.05,4.5,1.7,0.57
AC003973.1,lncRNA,1.58,2.49,0.06,4.37,10.5,12.24
AC003975.1,lncRNA,0.0,0.0,0.05,2.5,0.09,0.12
AC003982.1,lncRNA,2.5,1.83,0.58,2.73,11.36,7.99
AC003984.1,lncRNA,2.85,2.33,0.61,2.0,2.99,6.94
AC003985.1,lncRNA,0.09,0.0,0.0,0.0,1.73,0.87
AC003986.1,lncRNA,3.74,0.71,5.65,6.45,15.87,27.79
AC003986.2,lncRNA,1.02,0.0,1.23,1.68,2.24,4.54
AC003986.3,lncRNA,0.24,0.0,0.74,2.34,13.6,11.02
AC003988.1,lncRNA,0.0,1.5,0.5,1.0,6.15,4.32
AC003991.1,lncRNA,0.65,7.04,1.21,6.18,10.91,15.17
AC003992.1,lncRNA,0.0,0.09,0.0,0.0,0.21,0.06
AC004000.1,lncRNA,0.0,1.19,0.0,2.09,0.33,0.08
AC004009.1,lncRNA,0.1,1.62,0.1,0.25,2.46,3.12
AC004012.1,lncRNA,0.0,0.06,1.0,4.0,0.95,0.71
AC004014.1,lncRNA,0.0,0.08,0.06,0.06,0.49,0.72
AC004023.1,lncRNA,0.66,0.05,0.0,0.0,18.93,10.05
AC004034.1,lncRNA,0.8,0.42,0.62,0.32,2.2,2.43
AC004039.1,lncRNA,1.39,2.37,0.65,6.44,0.43,1.39
AC004047.1,lncRNA,0.07,0.0,0.0,0.0,0.0,0.09
AC004052.1,lncRNA,1.0,0.17,0.38,1.0,0.86,0.55
AC004053.1,lncRNA,0.0,0.18,1.92,0.33,2.29,3.02
AC004054.1,lncRNA,0.0,0.0,0.0,0.0,0.53,0.68
AC004063.1,lncRNA,0.06,0.53,0.06,1.0,1.08,0.73
AC004066.1,lncRNA,1.11,0.0,0.0,0.0,0.1,0.25
AC004067.1,lncRNA,0.14,0.0,0.83,0.0,0.48,1.0
AC004069.1,lncRNA,0.0,6.0,0.0,1.5,0.5,3.0
AC004076.2,lncRNA,1.56,1.41,1.67,5.61,7.5,9.82
AC004080.1,lncRNA,0.66,0.24,4.95,1.37,12.14,13.45
AC004080.17,lncRNA,0.12,0.0,0.14,1.0,2.87,1.37
AC004080.2,lncRNA,0.0,0.14,2.39,0.0,4.95,6.26
AC004080.4,lncRNA,3.69,3.69,3.68,1.89,13.32,19.67
AC004080.5,lncRNA,0.36,0.25,0.0,0.0,3.69,1.36
AC004080.6,lncRNA,0.26,0.5,0.19,0.4,3.55,2.33
AC004083.1,lncRNA,3.96,1.9,3.08,5.37,19.93,15.77
AC004112.1,lncRNA,0.0,0.0,0.25,0.0,0.74,1.09
AC004129.3,lncRNA,2.38,0.42,0.13,0.11,5.39,1.56
AC004130.2,lncRNA,0.24,0.25,1.15,0.39,10.79,9.05
AC004147.1,lncRNA,0.0,0.0,0.0,3.0,1.06,0.79
AC004147.2,lncRNA,0.84,1.95,1.98,3.8,9.68,9.24
AC004147.3,lncRNA,0.5,1.5,0.5,0.0,0.09,0.17
AC004147.4,lncRNA,1.74,4.5,2.06,5.09,10.45,5.55
AC004147.5,lncRNA,0.0,0.0,0.25,0.0,0.58,0.93
AC004148.1,lncRNA,3.7,1.89,0.96,2.75,7.06,7.96
AC004156.1,lncRNA,60.36,95.53,103.57,78.17,117.97,178.74
AC004158.1,lncRNA,3.85,3.54,6.22,5.22,20.33,15.23
AC004160.1,lncRNA,2.97,4.55,1.45,4.12,15.21,17.25
AC004160.2,lncRNA,0.0,0.0,0.0,1.0,1.17,2.89
AC004217.1,lncRNA,0.0,3.59,0.32,1.0,1.49,1.51
AC004221.1,lncRNA,0.1,2.75,1.06,0.0,3.86,3.13
AC004223.2,lncRNA,0.0,0.0,0.0,0.0,0.14,2.5
AC004223.4,lncRNA,0.0,0.0,0.0,0.0,0.05,0.05
AC004224.2,lncRNA,0.25,0.5,0.43,2.0,7.98,4.62
AC004231.1,lncRNA,34.4,0.5,6.0,3.33,49.14,8.67
AC004231.3,lncRNA,0.0,0.27,0.33,0.5,1.22,0.62
AC004232.1,lncRNA,16.41,4.93,9.65,35.66,30.3,32.17
AC004233.1,lncRNA,0.7,0.0,0.62,1.62,3.75,3.8
AC004233.2,lncRNA,0.8,2.56,0.0,2.63,2.07,1.3
AC004233.3,lncRNA,0.0,1.0,0.33,0.5,1.54,1.25
AC004241.1,lncRNA,1.28,2.3,4.8,6.86,15.43,14.95
AC004241.2,lncRNA,0.0,0.0,0.0,0.0,0.68,1.0
AC004241.3,lncRNA,0.0,0.5,0.0,0.0,0.25,0.36
AC004241.4,lncRNA,0.28,0.25,0.31,2.25,1.21,0.5
AC004253.1,lncRNA,0.0,0.33,0.0,0.0,1.14,0.77
AC004253.2,lncRNA,0.0,0.0,0.0,0.13,0.17,0.47
AC004257.1,lncRNA,0.0,0.11,0.0,0.07,0.0,0.5
AC004263.1,lncRNA,0.25,1.67,0.0,1.5,4.08,1.39
AC004263.2,lncRNA,0.76,2.08,1.75,2.95,4.52,6.07
AC004264.1,lncRNA,5.43,9.11,8.92,5.64,13.75,12.97
AC004381.1,lncRNA,0.0,0.0,0.05,0.0,0.65,0.67
AC004408.1,lncRNA,0.12,0.24,0.32,0.58,1.88,1.69
AC004415.1,lncRNA,0.0,0.0,0.14,0.0,0.73,0.25
AC004448.1,lncRNA,0.2,0.0,0.0,0.0,1.4,0.25
AC004448.2,lncRNA,2.45,3.79,6.96,6.25,26.47,20.75
AC004448.3,lncRNA,0.0,0.1,0.57,0.51,4.63,3.28
AC004448.5,lncRNA,0.0,0.25,2.0,0.0,0.78,1.22
AC004449.1,lncRNA,0.0,0.33,0.0,0.09,2.81,5.9
AC004461.2,lncRNA,0.2,0.0,0.0,0.14,0.53,1.85
AC004464.1,lncRNA,0.31,0.0,0.29,6.5,0.66,0.08
AC004466.1,lncRNA,0.0,0.04,0.53,0.0,3.92,1.25
AC004466.2,lncRNA,0.78,0.19,1.12,0.1,0.46,0.5
AC004466.3,lncRNA,1.25,0.7,0.54,0.0,3.25,2.27
AC004470.1,lncRNA,0.5,0.0,0.0,0.35,1.03,2.72
AC004470.2,lncRNA,0.14,0.33,0.2,0.5,1.82,2.62
AC004471.1,lncRNA,1.61,0.22,2.02,1.98,8.57,5.01
AC004471.2,lncRNA,2.19,1.25,1.68,0.56,2.11,3.12
AC004477.1,lncRNA,0.0,0.0,0.25,0.0,0.24,0.56
AC004477.2,lncRNA,0.0,0.0,0.0,0.0,0.0,0.37
AC004485.1,lncRNA,0.0,0.0,0.08,7.0,0.35,0.0
AC004490.1,lncRNA,2.08,0.91,1.17,4.89,24.06,31.65
AC004492.1,lncRNA,0.0,0.0,1.0,0.0,0.98,0.77
AC004494.1,lncRNA,7.74,26.67,21.33,13.74,85.15,120.34
AC004510.2,lncRNA,3.59,0.22,0.87,2.5,2.14,2.37
AC004522.3,lncRNA,0.0,0.08,2.83,0.29,2.88,0.99
AC004522.4,lncRNA,1.31,0.13,0.12,0.0,1.44,0.33
AC004522.5,lncRNA,3.09,5.39,2.0,3.14,3.09,4.17
AC004528.1,lncRNA,0.0,1.55,0.4,0.0,0.43,0.62
AC004528.2,lncRNA,0.67,1.2,1.37,2.22,4.51,5.87
AC004540.1,lncRNA,7.99,14.25,7.54,12.53,36.98,60.36
AC004540.2,lncRNA,0.65,16.62,10.23,4.5,8.87,13.95
AC004542.1,lncRNA,0.0,0.0,0.0,0.0,0.08,0.0
AC004542.2,lncRNA,0.58,1.5,0.16,0.06,0.66,4.17
AC004543.1,lncRNA,0.09,0.0,0.21,0.0,3.17,0.08
AC004549.1,lncRNA,0.0,0.0,0.0,0.0,0.0,0.06
AC004551.1,lncRNA,0.0,1.0,0.33,2.08,0.0,1.09
AC004554.1,lncRNA,2.65,2.41,13.64,2.0,6.51,4.24
AC004584.1,lncRNA,0.0,0.0,0.0,0.0,0.84,0.5
AC004584.3,lncRNA,14.58,6.44,2.0,27.89,31.51,25.67
AC004585.1,lncRNA,2.09,0.33,1.09,0.29,4.71,5.41
AC004590.1,lncRNA,0.17,1.17,0.12,0.0,1.44,2.0
AC004593.1,lncRNA,0.26,1.05,2.42,0.0,3.21,17.36
AC004594.1,lncRNA,1.25,4.32,2.0,2.84,16.67,12.53
AC004596.1,lncRNA,0.12,0.17,0.11,0.0,4.5,1.24
AC004597.1,lncRNA,1.68,0.12,1.33,0.0,3.48,3.28
AC004637.1,lncRNA,0.5,0.08,0.5,1.0,13.51,10.25
AC004672.1,lncRNA,0.27,2.1,3.06,1.03,6.92,10.87
AC004672.2,lncRNA,0.67,0.0,0.0,0.0,1.75,1.09
AC004687.1,lncRNA,1081.37,887.9,982.99,894.27,3202.73,3160.52
AC004687.3,lncRNA,3.66,2.85,5.08,3.9,19.49,15.25
AC004690.2,lncRNA,3.02,3.38,1.33,2.95,1.81,6.21
AC004691.1,lncRNA,1.33,2.3,1.36,5.36,22.89,30.55
AC004692.2,lncRNA,2.27,0.94,3.0,4.33,12.92,16.24
AC004702.1,lncRNA,0.0,0.0,0.67,0.14,0.0,0.1
AC004704.1,lncRNA,12.01,22.43,10.31,13.34,66.97,122.84
AC004704.2,lncRNA,2.8,2.08,3.72,4.34,7.1,6.78
AC004704.3,lncRNA,1.71,6.08,0.75,6.61,53.58,60.83
AC004706.1,lncRNA,12.05,25.1,19.93,26.56,35.12,66.31
AC004707.1,lncRNA,5.0,2.64,8.68,0.99,3.05,4.99
AC004765.1,lncRNA,0.4,4.78,0.83,2.11,0.27,2.06
AC004771.1,lncRNA,0.0,0.58,1.42,0.0,0.25,0.87
AC004771.2,lncRNA,0.23,0.0,0.0,0.33,5.46,3.22
AC004771.3,lncRNA,0.17,1.0,0.22,0.0,0.94,1.59
AC004771.4,lncRNA,0.25,0.86,0.47,0.1,1.6,2.9
AC004775.1,lncRNA,0.0,0.0,0.0,0.0,0.37,1.49
AC004784.1,lncRNA,0.18,0.28,0.07,1.75,1.31,1.63
AC004801.3,lncRNA,0.58,0.0,1.83,0.38,1.45,2.88
AC004801.4,lncRNA,1.34,4.37,2.43,3.72,6.94,12.67
AC004801.5,lncRNA,2.0,2.48,0.72,1.6,3.81,4.92
AC004801.6,lncRNA,1.25,0.07,0.05,0.0,0.64,1.13
AC004803.1,lncRNA,0.71,2.63,2.5,4.22,17.41,20.4
AC004812.2,lncRNA,2.49,1.38,2.77,3.78,12.07,9.04
AC004816.1,lncRNA,0.5,1.0,2.02,0.0,11.35,17.12
AC004816.2,lncRNA,0.46,0.14,4.17,1.15,3.42,2.57
AC004817.1,lncRNA,0.0,0.0,0.0,3.0,1.84,0.56
AC004817.2,lncRNA,0.0,1.0,0.44,0.09,5.29,1.92
AC004817.3,lncRNA,3.03,0.06,2.67,2.15,10.1,10.01
AC004817.4,lncRNA,0.48,0.49,1.14,3.0,6.99,4.1
AC004817.5,lncRNA,0.42,11.58,4.63,4.11,36.11,18.42
AC004825.2,lncRNA,0.0,1.0,0.17,2.1,0.24,2.17
AC004825.3,lncRNA,4.65,12.0,1.89,7.95,19.56,14.03
AC004828.1,lncRNA,0.5,0.14,0.07,0.12,1.71,0.37
AC004828.2,lncRNA,14.5,23.01,19.01,11.0,127.53,182.36
AC004830.2,lncRNA,0.83,0.0,0.41,5.0,0.71,2.37
AC004832.1,lncRNA,27.7,53.57,27.59,27.44,125.49,235.66
AC004832.4,lncRNA,0.0,0.0,1.0,0.0,0.0,0.0
AC004832.5,lncRNA,0.45,1.73,3.67,4.2,0.77,1.85
AC004832.6,lncRNA,6.08,2.5,0.57,0.25,15.11,9.33
AC004834.1,lncRNA,1.4,11.22,10.15,8.21,18.32,19.94
AC004835.1,lncRNA,0.25,0.67,0.12,0.31,2.05,5.68
AC004837.2,lncRNA,0.0,0.0,0.33,0.0,2.19,0.39
AC004837.3,lncRNA,1.09,0.45,0.61,0.33,2.87,1.98
AC004837.4,lncRNA,0.06,0.17,0.0,0.09,3.6,2.56
AC004839.2,lncRNA,0.0,0.11,0.16,1.0,1.6,3.44
AC004846.1,lncRNA,2.45,1.86,1.88,4.5,11.69,9.95
AC004846.2,lncRNA,0.0,0.02,0.0,0.0,1.31,2.08
AC004847.1,lncRNA,2.0,0.39,1.1,0.0,1.67,2.79
AC004852.2,lncRNA,4.0,4.85,3.2,2.58,17.4,11.54
AC004854.2,lncRNA,1.95,0.58,5.83,4.12,11.43,9.33
AC004862.1,lncRNA,2.19,4.28,1.11,0.12,8.95,12.61
AC004863.1,lncRNA,1.94,1.51,2.1,1.54,7.64,8.55
AC004869.1,lncRNA,0.0,0.0,0.31,1.5,3.21,1.76
AC004869.2,lncRNA,0.0,0.0,0.0,1.5,2.44,1.36
AC004870.2,lncRNA,0.11,2.57,1.09,2.1,4.69,4.96
AC004870.3,lncRNA,0.12,0.0,0.07,0.0,0.71,0.51
AC004870.4,lncRNA,0.08,0.09,0.24,0.44,1.91,1.77
AC004875.1,lncRNA,0.12,0.37,0.33,0.0,3.15,2.22
AC004877.1,lncRNA,3.51,2.0,1.86,1.32,12.58,12.03
AC004879.1,lncRNA,0.0,0.07,0.0,0.0,1.17,2.35
AC004882.1,lncRNA,1.19,0.25,1.33,0.51,4.42,1.8
AC004882.2,lncRNA,0.0,0.0,0.5,0.0,0.19,0.18
AC004882.3,lncRNA,0.15,0.58,0.83,0.25,7.83,16.88
AC004884.2,lncRNA,0.07,0.2,0.0,0.62,0.62,0.0
AC004888.1,lncRNA,0.0,0.33,0.0,0.0,1.55,0.64
AC004893.2,lncRNA,1.54,0.81,1.72,1.07,16.2,6.12
AC004895.1,lncRNA,0.33,0.96,2.28,1.07,7.23,7.81
AC004900.1,lncRNA,0.38,0.06,1.25,0.21,0.85,0.19
AC004908.1,lncRNA,0.0,0.11,0.0,0.2,0.0,0.1
AC004908.2,lncRNA,0.0,0.0,0.14,0.33,0.2,0.19
AC004908.3,lncRNA,0.0,0.0,0.0,0.0,0.11,0.22
AC004917.1,lncRNA,0.81,3.43,2.1,1.17,1.92,3.63
AC004918.1,lncRNA,0.0,0.0,0.03,0.0,0.46,0.4
AC004918.3,lncRNA,0.0,0.0,0.64,0.14,3.29,2.18
AC004920.1,lncRNA,0.67,0.0,0.46,0.0,1.71,0.58
AC004921.1,lncRNA,0.25,0.0,0.0,0.0,3.54,1.73
AC004921.2,lncRNA,0.6,0.25,0.39,1.41,1.77,2.13
AC004923.4,lncRNA,0.77,0.0,2.93,0.6,2.45,3.8
AC004930.1,lncRNA,0.0,0.0,0.0,0.0,0.11,0.5
AC004936.1,lncRNA,0.0,3.0,7.67,0.0,0.6,0.66
AC004938.2,lncRNA,0.42,0.0,1.75,2.0,3.71,2.78
AC004941.1,lncRNA,0.85,0.39,0.5,3.0,7.05,7.07
AC004943.1,lncRNA,0.45,1.2,0.07,0.47,0.69,2.31
AC004943.2,lncRNA,19.67,10.31,12.58,13.09,28.48,24.85
AC004943.3,lncRNA,0.0,0.0,0.0,0.0,2.18,1.0
AC004944.1,lncRNA,1.17,0.19,1.25,1.0,4.88,3.72
AC004946.1,lncRNA,0.5,1.0,0.0,1.0,1.08,0.05
AC004946.2,lncRNA,0.0,0.0,0.0,1.0,0.55,0.0
AC004947.1,lncRNA,0.7,1.23,1.56,0.69,4.54,4.97
AC004947.3,lncRNA,0.0,2.0,0.08,1.14,0.4,0.34
AC004948.1,lncRNA,0.0,0.0,0.5,0.0,0.81,0.58
AC004951.1,lncRNA,1.52,1.76,1.28,3.29,7.86,6.69
AC004951.4,lncRNA,0.41,0.28,0.44,1.52,2.71,3.44
AC004967.2,lncRNA,2.25,3.59,0.81,3.48,1.97,2.05
AC004969.1,lncRNA,0.46,0.09,0.22,0.12,2.14,3.4
AC004973.1,lncRNA,0.67,0.0,0.0,0.0,0.57,0.33
AC004974.1,lncRNA,3.23,7.26,8.47,2.49,38.1,23.52
AC004975.2,lncRNA,0.0,0.08,0.0,0.08,1.69,2.85
AC004982.1,lncRNA,0.0,0.5,0.0,0.0,3.65,2.24
AC004990.1,lncRNA,1.06,3.36,2.66,0.77,8.41,4.55
AC005005.3,lncRNA,0.07,0.67,0.0,1.64,2.37,1.02
AC005005.4,lncRNA,13.54,41.38,6.49,35.22,43.95,39.66
AC005006.1,lncRNA,2.48,4.7,0.19,1.75,1.2,1.62
AC005008.2,lncRNA,0.0,0.15,0.25,0.0,2.91,0.0
AC005009.1,lncRNA,0.0,0.5,0.2,0.0,2.32,0.79
AC005013.1,lncRNA,0.14,0.04,0.48,1.59,0.44,1.09
AC005014.2,lncRNA,0.0,0.0,0.0,0.0,0.85,0.64
AC005014.3,lncRNA,0.0,1.13,0.0,0.0,3.16,2.28
AC005014.4,lncRNA,0.0,0.33,0.0,0.0,0.61,1.36
AC005019.2,lncRNA,0.0,1.0,1.16,7.2,8.82,1.33
AC005034.2,lncRNA,1.49,12.17,8.26,1.0,26.51,32.12
AC005034.3,lncRNA,0.0,1.12,0.76,0.67,2.07,1.38
AC005034.4,lncRNA,0.0,0.0,0.0,0.0,1.1,0.09
AC005034.5,lncRNA,0.0,0.0,0.0,0.0,0.08,1.5
AC005034.6,lncRNA,1.35,0.46,21.9,3.48,13.59,10.34
AC005037.1,lncRNA,0.33,5.85,1.28,1.22,4.4,2.63
AC005040.2,lncRNA,1.37,2.02,0.63,12.3,10.55,13.4
AC005041.3,lncRNA,0.06,1.33,0.89,2.68,4.71,2.28
AC005041.4,lncRNA,1.01,1.5,0.59,1.86,16.47,6.32
