ID,Type,C1_L-10,C1_R+3,C2_L-10,C2_R+3,C3_L-10,C3_R+3
AC020891.2,lncRNA,3.0,0.08,0.92,2.18,8.94,20.54
AC020891.3,lncRNA,0.33,0.0,0.0,0.0,0.5,0.89
AC020892.1,lncRNA,1.09,1.67,5.53,7.25,33.71,23.78
AC020892.2,lncRNA,0.14,0.0,0.0,0.0,0.7,0.34
AC020897.1,lncRNA,0.0,1.0,0.0,1.17,0.12,1.07
AC020900.1,lncRNA,0.17,0.06,0.08,0.0,0.9,0.17
AC020905.1,lncRNA,1.0,2.25,2.2,1.0,1.34,0.0
AC020907.1,lncRNA,1.75,2.7,5.36,3.54,48.95,25.22
AC020907.2,lncRNA,1.6,0.76,2.57,2.34,5.64,4.28
AC020907.3,lncRNA,1.0,2.14,0.1,2.03,2.52,1.11
AC020907.4,lncRNA,0.0,0.33,0.0,0.0,0.09,0.19
AC020908.1,lncRNA,0.0,1.0,0.12,0.0,0.08,0.11
AC020908.2,lncRNA,0.0,0.17,0.0,3.1,0.53,3.03
AC020908.3,lncRNA,0.0,1.06,1.0,8.78,1.69,0.62
AC020909.2,lncRNA,0.36,0.06,0.24,0.03,1.59,0.75
AC020909.3,lncRNA,0.5,2.57,0.0,0.0,0.7,0.26
AC020910.2,lncRNA,0.0,0.0,0.0,0.0,0.33,0.0
AC020910.5,lncRNA,0.14,0.17,0.7,0.0,1.64,1.32
AC020911.1,lncRNA,0.56,0.0,0.5,2.35,0.7,1.49
AC020911.2,lncRNA,2.32,4.43,1.22,2.18,5.89,14.28
AC020911.3,lncRNA,0.5,0.22,0.14,0.0,1.3,0.85
AC020912.1,lncRNA,57.2,97.86,53.9,53.39,307.17,492.58
AC020913.1,lncRNA,3.71,0.42,0.25,3.25,2.34,1.58
AC020913.2,lncRNA,5.82,5.35,4.53,20.12,15.16,6.66
AC020913.3,lncRNA,8.75,2.32,4.61,5.5,129.74,109.94
AC020914.1,lncRNA,0.11,0.0,0.05,0.11,0.29,0.16
AC020915.1,lncRNA,1.53,5.83,0.17,7.81,10.53,12.58
AC020915.2,lncRNA,1.44,1.0,0.62,2.1,7.24,5.56
AC020916.1,lncRNA,0.5,0.17,1.53,0.0,2.53,3.11
AC020917.2,lncRNA,0.5,1.4,0.33,0.43,1.2,0.64
AC020917.3,lncRNA,0.0,1.12,0.03,1.65,2.0,1.0
AC020922.2,lncRNA,0.0,0.66,0.35,0.14,1.78,0.49
AC020922.3,lncRNA,0.0,0.33,0.07,0.0,2.69,4.35
AC020922.4,lncRNA,0.44,1.25,1.23,2.2,14.55,6.52
AC020928.1,lncRNA,9.11,3.9,5.3,4.13,39.18,32.24
AC020928.2,lncRNA,0.64,4.52,1.09,2.23,12.0,13.22
AC020930.1,lncRNA,14.88,18.36,29.74,19.55,482.04,427.07
AC020931.1,lncRNA,0.08,0.48,1.07,0.8,7.33,4.39
AC020934.1,lncRNA,0.47,0.98,2.44,0.83,5.37,10.5
AC020934.2,lncRNA,1.73,0.5,1.2,1.05,1.28,3.19
AC020978.1,lncRNA,0.32,0.0,1.11,0.17,3.15,3.53
AC020978.2,lncRNA,0.11,1.0,0.07,2.0,1.48,1.4
AC020978.3,lncRNA,0.0,0.0,0.0,1.0,1.2,3.98
AC020978.4,lncRNA,0.37,0.32,1.36,5.07,8.52,7.51
AC020978.5,lncRNA,1.4,1.0,1.46,0.47,4.57,4.93
AC020978.6,lncRNA,0.23,1.31,0.0,0.26,0.68,0.5
AC020978.7,lncRNA,0.98,0.78,3.46,3.63,1.3,1.1
AC020980.1,lncRNA,0.2,0.22,0.0,0.0,0.14,0.0
AC021016.1,lncRNA,0.0,1.39,0.25,0.5,3.31,2.77
AC021016.2,lncRNA,0.49,0.25,1.58,0.03,3.91,2.26
AC021028.1,lncRNA,0.3,0.14,1.62,0.48,4.1,4.4
AC021035.1,lncRNA,0.0,0.0,0.09,0.0,0.36,0.0
AC021037.1,lncRNA,8.03,1.18,2.12,2.91,17.09,13.92
AC021055.1,lncRNA,0.06,0.06,0.08,0.0,0.29,1.0
AC021066.1,lncRNA,0.78,3.93,1.83,0.14,4.03,3.87
AC021074.3,lncRNA,3.9,3.02,5.82,3.71,14.24,13.44
AC021078.1,lncRNA,10.85,7.06,6.47,7.95,34.07,29.89
AC021086.1,lncRNA,0.18,5.67,2.18,1.27,6.18,5.83
AC021087.1,lncRNA,0.0,0.33,1.08,0.07,0.45,0.04
AC021087.3,lncRNA,39.04,11.3,3.78,21.73,36.46,21.03
AC021087.4,lncRNA,0.06,0.24,1.52,0.49,4.21,7.48
AC021088.1,lncRNA,0.0,0.0,0.05,1.5,0.44,2.33
AC021092.1,lncRNA,1.51,1.82,1.28,1.05,5.96,1.33
AC021097.1,lncRNA,0.23,0.0,0.19,0.5,1.56,0.85
AC021127.1,lncRNA,0.95,1.52,4.47,3.46,15.22,9.5
AC021134.1,lncRNA,0.39,7.0,0.19,2.28,6.64,4.88
AC021134.2,lncRNA,0.0,4.33,0.5,0.27,2.78,1.9
AC021146.12,lncRNA,0.25,1.0,0.1,0.05,0.6,0.94
AC021148.2,lncRNA,5.08,1.36,0.0,5.0,2.29,2.63
AC021151.1,lncRNA,1.0,1.0,0.33,0.0,0.25,0.96
AC021180.1,lncRNA,0.0,0.0,0.0,0.0,1.62,0.1
AC021188.1,lncRNA,1.2,0.6,2.03,1.27,13.94,10.83
AC021192.1,lncRNA,0.0,6.0,0.0,1.0,0.08,0.45
AC021205.3,lncRNA,0.34,0.35,0.0,0.46,0.45,0.16
AC021218.1,lncRNA,0.12,0.68,1.48,2.08,5.78,5.13
AC021220.2,lncRNA,0.19,0.26,1.05,2.19,6.86,7.67
AC021231.1,lncRNA,4.5,0.0,9.33,5.0,23.15,20.86
AC021236.1,lncRNA,0.09,0.0,0.0,3.5,4.2,2.68
AC021237.1,lncRNA,3.83,6.0,2.0,1.0,3.0,3.03
AC021242.2,lncRNA,1.19,0.06,0.73,4.41,6.12,5.83
AC021242.3,lncRNA,2.82,3.32,2.53,2.42,11.86,7.42
AC021269.3,lncRNA,0.29,0.55,2.13,0.17,6.24,4.94
AC021321.1,lncRNA,0.0,0.0,1.82,0.75,4.33,7.01
AC021321.2,lncRNA,0.22,0.75,0.24,0.25,2.22,3.01
AC021351.1,lncRNA,0.27,4.7,0.0,0.58,1.88,3.22
AC021355.1,lncRNA,1.89,5.97,4.83,2.25,11.87,7.71
AC021382.1,lncRNA,2.5,3.17,0.67,4.5,3.68,7.33
AC021393.1,lncRNA,5.75,5.41,3.83,2.75,57.06,31.06
AC021422.1,lncRNA,0.0,0.1,0.11,0.2,0.61,0.19
AC021451.2,lncRNA,0.33,0.0,0.0,1.0,0.2,1.85
AC021451.3,lncRNA,0.0,0.0,0.0,0.2,0.11,0.07
AC021483.1,lncRNA,0.0,0.25,0.0,0.0,0.25,1.61
AC021483.2,lncRNA,0.17,0.0,0.0,0.5,1.02,1.06
AC021491.1,lncRNA,0.17,0.0,0.0,0.0,1.86,1.51
AC021491.2,lncRNA,2.7,8.83,2.06,0.59,4.98,4.84
AC021491.3,lncRNA,0.0,0.0,0.0,0.0,0.12,0.91
AC021491.4,lncRNA,2.87,7.64,1.9,7.74,6.09,7.32
AC021506.1,lncRNA,0.08,0.64,0.25,0.25,7.21,6.83
AC021517.1,lncRNA,0.43,4.09,2.39,4.74,2.42,4.76
AC021517.2,lncRNA,0.33,0.2,0.33,0.0,1.58,0.98
AC021534.1,lncRNA,1.33,0.52,0.0,0.0,5.44,10.0
AC021546.1,lncRNA,1.83,8.4,1.33,0.08,3.02,5.07
AC021549.1,lncRNA,0.0,0.0,0.08,0.0,1.75,1.08
AC021573.1,lncRNA,0.0,0.1,1.0,2.07,1.49,0.9
AC021594.1,lncRNA,1.61,0.53,2.72,1.22,6.72,6.98
AC021594.2,lncRNA,0.05,0.0,0.33,0.09,1.27,1.63
AC021613.1,lncRNA,10.33,16.17,7.94,9.31,30.23,29.36
AC021613.3,lncRNA,0.67,0.95,3.97,0.0,3.83,3.62
AC021660.2,lncRNA,0.77,0.21,1.2,0.35,4.6,3.46
AC021660.4,lncRNA,0.5,0.0,0.0,0.0,1.17,0.0
AC021678.2,lncRNA,0.0,3.12,0.0,0.0,4.2,3.43
AC021683.1,lncRNA,0.0,0.0,2.41,0.0,5.67,2.53
AC021683.2,lncRNA,1.07,1.19,1.1,8.64,13.97,8.82
AC021683.3,lncRNA,4.36,10.53,14.14,10.96,56.64,50.24
AC021683.5,lncRNA,1.04,2.45,1.12,5.83,35.21,24.62
AC021683.6,lncRNA,4.37,1.17,4.44,1.82,23.09,22.26
AC021698.1,lncRNA,0.95,1.1,0.7,1.55,1.64,1.41
AC021701.1,lncRNA,0.11,1.29,5.45,2.14,15.31,8.88
AC021713.1,lncRNA,0.0,0.0,0.0,0.25,1.0,0.5
AC021723.2,lncRNA,0.0,3.11,1.55,0.0,1.72,6.55
AC021733.2,lncRNA,1.12,1.0,0.0,1.0,1.56,1.29
AC021733.4,lncRNA,0.29,1.94,2.08,1.57,4.74,7.38
AC021736.1,lncRNA,0.33,0.0,0.0,0.0,0.33,0.0
AC021739.2,lncRNA,1.67,1.38,0.77,3.25,7.48,13.77
AC021739.3,lncRNA,0.0,0.5,0.33,0.2,2.64,0.75
AC021739.4,lncRNA,2.67,3.26,0.62,0.31,3.89,2.24
AC021744.1,lncRNA,0.43,0.0,1.0,0.0,3.25,0.86
AC021752.1,lncRNA,8.13,4.13,2.21,5.16,33.71,27.01
AC021755.2,lncRNA,2.2,3.0,4.75,0.5,1.98,1.8
AC021755.3,lncRNA,0.0,0.0,0.0,0.0,0.53,0.25
AC021785.1,lncRNA,0.0,0.05,0.0,0.12,1.27,0.5
AC021818.1,lncRNA,2.62,0.53,2.17,23.77,5.58,3.19
AC021851.1,lncRNA,4.37,3.94,3.33,2.94,7.1,4.1
AC021851.2,lncRNA,0.5,0.49,0.57,1.77,5.12,5.2
AC021860.1,lncRNA,0.0,3.0,0.0,4.67,0.0,0.64
AC021915.1,lncRNA,0.0,4.33,2.82,1.0,0.7,4.71
AC021915.2,lncRNA,3.25,4.25,0.12,2.0,2.78,1.67
AC021979.1,lncRNA,0.0,0.0,0.0,0.0,0.37,0.31
AC021979.2,lncRNA,1.33,0.0,0.0,0.0,0.44,0.26
AC021979.3,lncRNA,17.4,17.3,29.99,25.44,404.89,380.77
AC022001.2,lncRNA,5.67,0.48,1.0,4.37,1.77,3.45
AC022001.3,lncRNA,0.64,0.06,0.11,0.5,1.04,0.09
AC022007.1,lncRNA,5.81,4.35,4.72,7.03,35.8,27.73
AC022017.1,lncRNA,0.08,0.33,0.34,1.01,9.78,4.46
AC022023.2,lncRNA,1.64,0.74,1.65,2.33,2.93,9.75
AC022028.2,lncRNA,0.64,1.82,4.13,6.17,8.52,6.91
AC022031.1,lncRNA,0.0,0.25,1.42,2.37,4.94,4.18
AC022031.2,lncRNA,0.33,0.4,1.84,0.61,7.99,6.89
AC022034.1,lncRNA,4.83,9.25,8.64,29.43,53.06,43.07
AC022034.3,lncRNA,1.74,0.7,1.89,0.2,5.92,5.01
AC022034.4,lncRNA,0.0,0.3,0.57,0.0,0.83,0.37
AC022035.1,lncRNA,0.21,0.1,0.0,0.0,1.75,0.0
AC022039.1,lncRNA,0.25,0.2,0.5,1.0,3.59,6.01
AC022068.1,lncRNA,0.5,0.0,0.0,1.38,1.48,2.8
AC022079.1,lncRNA,0.0,0.0,0.07,0.0,0.0,0.75
AC022079.2,lncRNA,0.0,0.5,0.0,0.0,0.52,0.31
AC022081.1,lncRNA,0.0,0.0,0.0,8.5,1.14,2.62
AC022087.1,lncRNA,0.0,0.34,0.0,0.0,0.0,0.57
AC022092.1,lncRNA,0.0,0.0,0.0,0.0,1.35,2.29
AC022098.1,lncRNA,3.24,8.96,10.64,7.04,25.57,33.26
AC022098.2,lncRNA,0.5,0.17,0.28,0.12,0.8,0.47
AC022098.3,lncRNA,0.0,0.0,0.0,0.0,0.34,0.4
AC022098.4,lncRNA,0.74,0.5,1.0,0.95,3.25,3.75
AC022100.1,lncRNA,0.0,0.06,0.0,0.06,2.73,0.31
AC022113.1,lncRNA,0.0,0.76,2.0,0.12,6.23,2.0
AC022118.1,lncRNA,0.0,0.6,0.0,0.0,1.07,0.73
AC022126.1,lncRNA,0.36,8.02,0.63,1.32,37.62,33.73
AC022133.2,lncRNA,0.38,0.2,1.25,2.08,17.94,11.02
AC022137.3,lncRNA,0.7,1.72,2.22,2.39,6.95,7.48
AC022140.1,lncRNA,0.19,0.57,0.5,0.33,0.58,1.12
AC022144.1,lncRNA,4.55,5.0,12.68,6.62,32.95,22.37
AC022145.1,lncRNA,1.39,2.0,1.12,2.15,3.2,7.41
AC022146.2,lncRNA,1.56,8.5,0.28,0.48,0.21,1.76
AC022148.1,lncRNA,1.05,1.04,3.39,0.72,8.99,8.51
AC022148.2,lncRNA,0.08,0.93,0.76,0.5,0.43,1.04
AC022150.1,lncRNA,0.04,0.1,0.36,0.72,9.84,9.73
AC022150.2,lncRNA,1.0,0.14,0.92,0.3,3.87,3.74
AC022150.3,lncRNA,0.0,0.0,0.25,1.07,0.08,0.0
AC022154.1,lncRNA,5.25,15.7,2.75,13.61,13.1,11.01
AC022164.1,lncRNA,1.61,2.56,2.58,3.26,5.57,7.92
AC022165.1,lncRNA,0.0,0.17,0.08,1.0,1.95,1.21
AC022166.1,lncRNA,0.5,0.0,0.0,1.0,1.68,0.93
AC022166.2,lncRNA,0.0,0.0,0.12,0.0,1.69,0.72
AC022167.1,lncRNA,0.07,0.21,0.05,0.44,1.5,0.35
AC022167.2,lncRNA,2.74,0.52,2.13,1.65,14.84,6.67
AC022167.3,lncRNA,1.12,2.6,0.2,0.83,30.65,43.86
AC022167.4,lncRNA,0.0,0.0,3.25,0.7,4.74,4.4
AC022168.1,lncRNA,3.2,1.28,1.56,4.38,8.35,7.34
AC022182.1,lncRNA,3.79,2.61,13.77,14.3,42.98,33.05
AC022182.2,lncRNA,1.03,0.0,0.19,0.25,0.18,3.66
AC022188.1,lncRNA,0.29,1.67,1.55,4.54,7.11,9.84
AC022196.1,lncRNA,0.0,0.67,0.0,0.0,1.13,1.34
AC022201.1,lncRNA,0.25,0.06,0.0,0.09,3.4,2.54
AC022201.2,lncRNA,0.16,0.04,1.22,1.02,3.62,1.96
AC022210.1,lncRNA,6.12,12.34,5.88,8.02,15.59,15.34
AC022211.1,lncRNA,0.0,0.0,0.08,2.0,1.97,0.62
AC022211.2,lncRNA,3.24,1.67,3.87,5.96,20.03,13.57
AC022211.3,lncRNA,0.43,1.45,0.26,2.0,0.57,1.32
AC022215.2,lncRNA,0.14,0.33,0.0,0.0,0.5,0.16
AC022217.2,lncRNA,0.35,0.64,2.08,0.33,3.46,5.5
AC022217.3,lncRNA,0.08,0.81,1.2,0.0,3.86,1.97
AC022239.1,lncRNA,4.64,1.22,3.82,3.36,27.14,12.29
AC022239.2,lncRNA,0.0,3.18,0.23,1.0,3.35,4.18
AC022267.1,lncRNA,2.54,5.21,4.09,12.42,22.11,16.89
AC022272.1,lncRNA,1.07,0.92,0.0,0.0,0.52,0.5
AC022276.1,lncRNA,0.68,0.44,0.42,5.08,3.6,8.14
AC022296.4,lncRNA,2.0,0.24,0.77,1.62,0.64,2.96
AC022306.2,lncRNA,0.0,4.0,0.0,0.0,0.14,0.09
AC022306.3,lncRNA,0.5,1.33,0.62,0.75,8.5,10.01
AC022308.1,lncRNA,0.0,0.12,0.0,0.0,0.11,0.07
AC022325.2,lncRNA,0.25,0.17,0.0,0.0,1.21,1.22
AC022336.2,lncRNA,3.64,1.79,3.08,2.72,42.65,31.31
AC022360.1,lncRNA,0.0,2.07,0.14,0.0,0.83,0.53
AC022364.1,lncRNA,4.75,1.64,5.09,5.14,33.25,24.65
AC022367.1,lncRNA,2.34,2.18,0.33,1.17,2.68,1.08
AC022382.1,lncRNA,0.04,0.0,0.28,0.0,2.33,0.62
AC022382.2,lncRNA,0.5,0.0,0.5,0.17,3.1,3.09
AC022387.2,lncRNA,1.17,6.61,2.88,4.08,11.54,7.69
AC022392.1,lncRNA,1.17,0.5,0.33,0.59,4.75,0.86
AC022395.1,lncRNA,0.62,1.77,0.78,0.5,1.4,1.41
AC022400.1,lncRNA,0.0,0.25,0.0,0.0,0.47,0.17
AC022400.2,lncRNA,7.2,0.0,15.69,7.2,2.28,1.69
AC022400.4,lncRNA,0.0,0.04,0.07,0.33,0.97,1.25
AC022405.1,lncRNA,0.79,7.93,0.0,17.33,0.53,4.22
AC022413.2,lncRNA,0.0,0.0,0.99,1.78,0.69,0.06
AC022424.1,lncRNA,0.0,0.5,0.0,0.0,0.25,0.32
AC022431.1,lncRNA,0.0,0.0,0.07,0.0,0.5,1.7
AC022433.1,lncRNA,0.58,0.7,1.81,0.32,2.58,3.12
AC022440.1,lncRNA,0.41,0.3,4.33,2.75,6.69,7.69
AC022441.1,lncRNA,0.0,0.0,0.0,2.0,0.0,3.0
AC022441.2,lncRNA,0.0,0.0,0.0,0.0,0.28,0.0
AC022447.1,lncRNA,0.0,1.0,0.0,0.0,0.0,0.0
AC022447.2,lncRNA,0.09,0.6,6.01,0.11,11.32,8.16
AC022447.3,lncRNA,0.06,0.0,0.28,0.13,0.58,0.33
AC022447.5,lncRNA,0.29,1.0,0.29,0.35,1.09,0.75
AC022447.6,lncRNA,0.7,0.33,0.0,0.67,9.29,8.65
AC022447.7,lncRNA,0.0,0.0,0.0,0.0,0.5,0.31
AC022463.1,lncRNA,0.0,0.67,0.07,0.11,5.91,1.52
AC022467.1,lncRNA,0.1,0.2,0.51,0.0,1.13,1.49
AC022467.2,lncRNA,1.0,13.06,0.0,0.0,3.12,2.8
AC022469.1,lncRNA,0.0,0.0,0.32,0.0,3.93,0.5
AC022469.2,lncRNA,1.0,1.22,0.0,0.0,1.37,0.22
AC022486.1,lncRNA,1.37,0.25,1.38,0.5,3.04,0.53
AC022498.1,lncRNA,0.05,0.0,0.9,1.2,3.46,2.84
AC022506.2,lncRNA,0.35,1.44,2.94,0.11,3.8,1.64
AC022509.1,lncRNA,0.64,0.96,1.36,1.14,3.21,5.68
AC022509.2,lncRNA,1.0,0.0,0.0,0.0,0.18,1.19
AC022509.3,lncRNA,3.15,0.5,2.35,0.87,17.92,10.62
AC022509.4,lncRNA,0.0,0.08,0.0,0.0,0.5,0.08
AC022509.5,lncRNA,0.42,0.37,0.0,0.92,2.29,2.12
AC022511.1,lncRNA,0.0,0.0,0.06,0.0,1.0,0.28
AC022517.1,lncRNA,0.0,0.0,1.21,0.25,1.22,0.25
AC022523.1,lncRNA,0.0,1.33,0.0,12.5,0.47,3.5
AC022523.3,lncRNA,0.33,0.0,1.38,0.4,2.08,2.54
AC022535.1,lncRNA,0.4,0.87,0.0,0.67,0.17,0.37
AC022535.2,lncRNA,0.59,3.13,0.85,1.25,1.31,1.5
AC022535.3,lncRNA,0.33,0.39,0.18,0.0,1.63,2.16
AC022537.1,lncRNA,2.72,3.45,1.42,0.59,4.54,3.26
AC022540.1,lncRNA,0.54,0.07,0.0,0.0,0.41,0.19
AC022558.1,lncRNA,4.32,3.49,0.28,6.24,3.96,4.5
AC022558.2,lncRNA,0.0,1.03,1.07,0.38,0.06,1.11
AC022558.3,lncRNA,0.09,0.17,0.15,0.0,1.47,0.19
AC022596.1,lncRNA,0.08,0.0,0.27,0.5,0.42,0.33
AC022596.2,lncRNA,2.49,3.03,1.73,2.83,4.73,5.73
AC022601.1,lncRNA,0.0,0.0,0.22,0.06,0.96,0.4
AC022613.1,lncRNA,8.34,5.46,8.11,2.25,7.19,7.54
AC022613.2,lncRNA,2.59,8.82,4.6,0.52,12.46,16.4
AC022613.3,lncRNA,1.0,0.27,2.5,1.0,0.47,1.66
AC022634.2,lncRNA,0.0,0.0,0.07,0.0,0.0,0.33
AC022655.1,lncRNA,0.0,0.0,0.31,0.33,0.06,0.15
AC022679.1,lncRNA,0.0,0.06,0.67,1.33,3.17,0.42
AC022679.2,lncRNA,0.33,0.0,0.0,0.0,0.98,1.21
AC022690.2,lncRNA,0.0,2.0,0.0,2.07,1.09,2.18
AC022695.2,lncRNA,3.79,3.5,7.0,7.14,6.05,7.04
AC022695.3,lncRNA,6.68,2.12,0.06,0.0,2.62,1.2
AC022706.1,lncRNA,0.0,1.7,1.08,1.0,5.96,5.6
AC022710.1,lncRNA,0.33,1.31,0.12,2.65,3.1,2.52
AC022726.1,lncRNA,0.0,0.0,0.0,0.0,0.24,0.17
AC022726.2,lncRNA,0.33,0.83,0.0,2.12,2.26,1.71
AC022730.3,lncRNA,0.0,0.33,0.06,1.0,0.5,0.17
AC022730.4,lncRNA,0.5,1.54,4.04,3.91,6.0,7.3
AC022733.1,lncRNA,0.76,0.47,1.16,0.66,3.99,2.52
AC022762.1,lncRNA,0.62,0.55,0.32,0.82,3.21,1.3
AC022762.2,lncRNA,0.83,7.7,2.7,2.29,6.75,6.11
AC022778.1,lncRNA,0.0,0.6,0.5,0.34,2.18,3.02
AC022784.1,lncRNA,6.12,14.7,22.38,17.68,75.76,74.62
AC022784.3,lncRNA,0.0,0.0,0.0,0.61,0.0,0.07
AC022784.5,lncRNA,0.74,0.25,1.08,0.0,1.98,1.2
AC022784.6,lncRNA,0.0,0.1,0.05,0.0,1.11,0.69
AC022809.1,lncRNA,1.5,4.0,2.83,0.5,1.82,1.0
AC022816.1,lncRNA,4.01,14.54,5.04,5.17,4.16,10.76
AC022819.1,lncRNA,2.71,1.65,2.77,22.25,12.31,13.39
AC022832.2,lncRNA,1.0,2.42,0.0,0.0,2.21,0.92
AC022858.1,lncRNA,4.65,5.12,1.43,2.2,31.06,14.12
AC022868.1,lncRNA,0.5,0.25,1.01,1.97,10.06,4.97
AC022872.1,lncRNA,0.0,2.42,0.53,1.17,1.09,0.29
AC022874.1,lncRNA,0.5,0.11,0.0,0.0,0.23,0.4
AC022893.1,lncRNA,1.64,4.34,0.08,10.48,8.35,5.24
AC022893.2,lncRNA,1.5,3.61,1.2,2.0,4.86,6.98
AC022893.3,lncRNA,0.0,0.0,0.0,0.0,1.17,0.0
AC022898.1,lncRNA,0.0,2.12,0.5,1.25,1.72,1.8
AC022898.2,lncRNA,0.0,0.0,1.0,1.0,1.06,1.18
AC022903.1,lncRNA,1.11,0.56,1.05,0.64,4.5,3.42
AC022903.2,lncRNA,5.0,0.0,0.1,6.5,0.2,1.24
AC022915.1,lncRNA,0.0,0.0,0.0,0.0,0.0,0.76
AC022915.2,lncRNA,0.69,0.0,3.67,3.34,5.25,3.62
AC022915.3,lncRNA,0.2,4.87,0.57,2.41,0.93,0.92
AC022916.1,lncRNA,1.67,3.94,5.52,2.4,16.27,20.18
AC022916.2,lncRNA,0.0,0.6,0.13,0.0,0.09,0.57
AC022916.4,lncRNA,0.0,0.0,0.08,0.25,0.33,0.94
AC022929.1,lncRNA,8.89,25.4,3.8,2.36,8.26,8.53
AC022929.2,lncRNA,0.0,0.0,0.0,1.18,0.18,0.19
AC022960.1,lncRNA,0.0,4.17,0.0,1.0,0.0,1.33
AC022960.2,lncRNA,0.0,0.6,0.0,0.07,0.14,0.0
AC022966.1,lncRNA,2.22,3.0,0.19,0.25,0.21,1.4
AC022966.2,lncRNA,0.59,1.13,0.54,0.07,3.87,4.01
AC022973.3,lncRNA,0.0,1.25,2.07,9.17,4.91,10.34
AC022973.4,lncRNA,0.0,0.56,0.0,1.5,0.81,1.44
AC022973.5,lncRNA,0.5,2.38,1.33,0.0,2.53,1.33
AC023024.1,lncRNA,1.1,1.32,2.05,2.46,8.21,5.44
AC023034.1,lncRNA,0.37,1.81,0.0,4.4,4.0,0.72
AC023043.3,lncRNA,0.48,1.0,0.0,0.0,0.07,0.17
AC023051.1,lncRNA,2.0,4.92,0.0,0.0,1.31,3.5
AC023078.1,lncRNA,0.0,0.0,0.25,0.0,0.25,0.58
AC023090.1,lncRNA,0.0,0.67,0.25,0.0,3.86,3.48
AC023095.1,lncRNA,10.2,15.86,14.47,19.76,62.76,88.89
AC023115.1,lncRNA,0.33,0.1,0.44,0.6,1.16,0.72
AC023128.1,lncRNA,0.0,0.0,0.0,0.11,1.07,0.14
AC023136.1,lncRNA,0.3,0.0,0.0,0.45,0.29,6.06
AC023137.1,lncRNA,0.12,0.0,0.0,0.08,0.24,0.08
AC023154.1,lncRNA,1.5,3.07,4.67,7.89,15.2,10.37
AC023157.2,lncRNA,4.06,11.14,2.13,5.7,26.29,13.67
AC023158.1,lncRNA,0.0,1.18,0.0,0.0,2.53,3.37
AC023158.2,lncRNA,1.2,0.0,0.0,0.33,1.83,3.83
AC023161.1,lncRNA,0.0,0.0,0.25,0.0,0.13,3.2
AC023194.2,lncRNA,0.05,0.5,0.0,0.37,0.4,0.32
AC023200.1,lncRNA,0.14,0.0,0.0,0.0,0.08,0.79
AC023202.1,lncRNA,0.37,10.79,1.0,2.46,10.54,1.05
AC023282.1,lncRNA,4.1,5.67,1.77,10.04,15.71,10.7
AC023283.1,lncRNA,2.0,0.03,0.0,2.81,3.35,2.44
AC023296.1,lncRNA,0.73,0.58,1.58,4.58,5.34,3.72
AC023300.1,lncRNA,0.0,0.29,0.0,0.0,0.9,0.38
AC023300.2,lncRNA,0.92,0.77,2.2,0.53,0.09,2.22
AC023301.1,lncRNA,0.92,0.83,2.99,1.0,4.05,3.4
AC023302.1,lncRNA,0.0,0.5,0.0,0.83,0.0,0.75
AC023302.2,lncRNA,0.43,1.33,1.12,3.0,1.91,1.26
AC023310.4,lncRNA,0.0,0.18,0.06,1.58,2.29,3.26
AC023347.1,lncRNA,0.17,0.5,0.1,0.0,3.49,1.8
AC023355.1,lncRNA,8.24,15.78,124.64,17.3,135.05,101.52
AC023385.1,lncRNA,0.33,2.77,1.92,0.67,3.25,1.09
AC023389.1,lncRNA,0.03,10.0,0.12,0.31,1.18,1.73
AC023394.1,lncRNA,0.0,0.5,0.0,0.0,1.98,0.2
AC023394.2,lncRNA,0.0,0.0,0.0,0.0,0.4,0.0
AC023403.1,lncRNA,0.14,0.0,1.89,0.0,1.8,0.6
AC023421.1,lncRNA,0.27,0.33,0.0,0.0,3.76,2.82
AC023421.2,lncRNA,0.0,0.25,0.33,1.0,8.76,5.34
AC023424.2,lncRNA,0.93,1.79,2.08,1.0,4.71,3.16
AC023442.2,lncRNA,1.35,0.59,0.0,0.16,2.48,0.0
AC023442.3,lncRNA,0.25,0.0,1.55,0.0,0.39,0.73
AC023468.1,lncRNA,0.0,0.33,0.0,0.0,1.33,0.99
AC023469.1,lncRNA,0.09,0.0,0.0,0.0,0.93,0.96
AC023469.2,lncRNA,0.0,0.0,0.0,0.0,3.65,1.1
AC023480.1,lncRNA,6.37,2.55,2.82,13.0,8.96,10.45
AC023481.1,lncRNA,0.31,0.19,0.11,3.67,3.98,1.89
AC023483.1,lncRNA,0.0,0.61,0.0,0.17,1.94,2.12
AC023490.2,lncRNA,0.0,0.0,0.0,0.46,0.08,0.23
AC023494.1,lncRNA,2.0,6.4,1.58,0.3,7.89,7.09
AC023503.1,lncRNA,0.0,0.0,0.0,0.0,0.2,0.52
AC023509.1,lncRNA,6.13,20.23,1.46,12.53,11.25,13.2
AC023509.2,lncRNA,0.33,0.72,0.47,0.02,2.92,1.95
AC023509.3,lncRNA,1.5,0.32,3.5,2.29,4.16,5.61
AC023509.6,lncRNA,0.05,0.04,1.2,0.0,0.83,0.71
AC023510.1,lncRNA,0.0,4.0,0.0,0.0,0.5,0.0
AC023510.2,lncRNA,0.0,0.0,1.12,0.27,0.06,0.2
AC023511.1,lncRNA,0.0,0.0,1.5,0.5,3.18,1.69
AC023511.3,lncRNA,0.0,0.0,0.0,0.33,0.32,0.07
AC023590.1,lncRNA,4.4,20.2,6.12,12.45,14.02,20.31
