ID,Type,C1_L-10,C1_R+3,C2_L-10,C2_R+3,C3_L-10,C3_R+3
AC055716.3,lncRNA,0,0,0,0,0,1
AC055717.1,lncRNA,5,3,11,6,271,140
AC055717.2,lncRNA,0,0,0,0,3,1
AC055720.1,lncRNA,0,0,0,2,1,1
AC055720.2,lncRNA,1,0,0,0,0,0
AC055720.3,lncRNA,0,0,0,3,4,3
AC055733.2,lncRNA,0,0,1,0,0,0
AC055736.1,lncRNA,0,0,0,0,1,1
AC055758.1,lncRNA,0,0,0,0,2,0
AC055758.2,lncRNA,1,1,1,1,3,4
AC055764.1,lncRNA,0,0,0,0,2,3
AC055764.2,lncRNA,0,0,0,0,1,0
AC055788.1,lncRNA,0,0,2,0,1,5
AC055788.2,lncRNA,1,0,0,3,5,2
AC055807.1,lncRNA,0,3,0,0,3,1
AC055811.1,lncRNA,0,0,2,0,7,4
AC055811.3,lncRNA,0,1,0,1,3,1
AC055840.1,lncRNA,0,1,1,2,2,1
AC055854.1,lncRNA,7,9,12,6,78,78
AC055855.1,lncRNA,0,1,0,1,2,0
AC055855.2,lncRNA,0,0,0,0,1,0
AC055860.1,lncRNA,0,1,0,0,1,2
AC055872.2,lncRNA,0,0,0,0,3,4
AC055878.1,lncRNA,0,1,0,1,1,1
AC058791.1,lncRNA,1,2,2,4,23,18
AC060234.1,lncRNA,0,0,0,0,2,2
AC060234.2,lncRNA,0,2,1,1,6,6
AC060234.3,lncRNA,2,0,2,6,0,4
AC060765.1,lncRNA,0,1,0,0,4,1
AC060765.2,lncRNA,2,2,2,7,5,11
AC060766.5,lncRNA,0,0,0,2,1,2
AC060766.6,lncRNA,1,0,0,0,25,40
AC060780.1,lncRNA,4,6,4,7,13,13
AC060809.1,lncRNA,0,0,0,0,2,1
AC060814.2,lncRNA,2,1,6,4,14,13
AC060814.3,lncRNA,0,0,1,0,1,1
AC060814.4,lncRNA,0,0,0,0,1,0
AC060834.2,lncRNA,0,0,1,1,1,2
AC061708.1,lncRNA,0,0,0,2,4,1
AC061709.2,lncRNA,1,0,4,1,6,3
AC061958.1,lncRNA,2,6,0,3,4,2
AC061961.1,lncRNA,3,2,4,2,19,13
AC061975.1,lncRNA,3,6,2,2,10,8
AC061975.4,lncRNA,0,0,0,0,2,1
AC061975.6,lncRNA,0,0,1,1,3,2
AC061975.7,lncRNA,0,0,0,0,1,0
AC061975.8,lncRNA,0,2,1,0,2,2
AC061979.1,lncRNA,2,1,3,3,8,5
AC061992.2,lncRNA,1,4,4,6,8,5
AC062004.1,lncRNA,0,0,2,2,1,3
AC062015.1,lncRNA,0,1,2,4,7,5
AC062020.1,lncRNA,0,0,0,0,9,10
AC062021.1,lncRNA,0,0,1,0,1,1
AC062022.2,lncRNA,1,11,2,3,11,14
AC062028.1,lncRNA,1,4,5,5,33,28
AC062029.1,lncRNA,4,1,1,5,9,9
AC062032.1,lncRNA,0,0,0,0,3,0
AC062037.3,lncRNA,1,4,4,4,29,24
AC063919.1,lncRNA,1,3,2,2,12,8
AC063919.2,lncRNA,0,2,4,4,1,2
AC063926.1,lncRNA,1,0,0,0,0,0
AC063938.1,lncRNA,0,4,1,1,5,9
AC063944.1,lncRNA,1,3,3,2,7,10
AC063947.1,lncRNA,0,0,2,0,1,0
AC063948.1,lncRNA,5,0,1,1,1,1
AC063949.2,lncRNA,0,0,2,1,2,2
AC063952.4,lncRNA,0,0,0,0,1,1
AC063960.1,lncRNA,0,2,0,0,2,1
AC063960.2,lncRNA,3,3,6,2,13,20
AC063962.1,lncRNA,0,0,0,0,2,2
AC063965.2,lncRNA,3,1,1,2,9,10
AC063976.1,lncRNA,1,0,0,0,1,1
AC063977.3,lncRNA,0,0,1,1,2,4
AC063977.5,lncRNA,28,8,48,17,478,454
AC063979.1,lncRNA,0,0,1,0,5,6
AC063980.1,lncRNA,1,3,0,4,3,3
AC064799.2,lncRNA,0,0,1,1,3,2
AC064801.1,lncRNA,0,0,0,0,3,2
AC064802.1,lncRNA,0,0,0,0,1,4
AC064805.1,lncRNA,1,4,3,4,16,14
AC064805.2,lncRNA,4,13,6,4,18,21
AC064807.1,lncRNA,1,9,2,13,23,12
AC064807.2,lncRNA,0,0,0,2,2,2
AC064807.3,lncRNA,0,0,1,1,2,2
AC064807.4,lncRNA,0,0,0,0,1,1
AC064834.1,lncRNA,0,0,0,0,0,1
AC064836.1,lncRNA,0,0,1,0,0,0
AC064836.2,lncRNA,1,1,3,4,10,4
AC064836.3,lncRNA,3,7,2,3,0,5
AC064843.1,lncRNA,7,15,7,80,7,31
AC064852.1,lncRNA,0,0,0,2,4,3
AC064853.1,lncRNA,0,0,1,0,3,5
AC064856.1,lncRNA,0,1,0,0,0,0
AC064869.1,lncRNA,0,0,0,0,5,2
AC064871.2,lncRNA,0,0,0,0,4,11
AC064874.1,lncRNA,0,0,0,1,1,1
AC064875.1,lncRNA,2,1,1,1,10,14
AC066580.1,lncRNA,0,3,3,2,7,6
AC066585.1,lncRNA,4,0,0,1,1,3
AC066595.1,lncRNA,0,0,2,0,0,0
AC066595.2,lncRNA,1,1,2,7,7,12
AC066612.1,lncRNA,1,1,0,2,4,4
AC066613.1,lncRNA,2,1,4,4,3,3
AC066613.2,lncRNA,0,0,0,0,0,1
AC066614.1,lncRNA,0,1,1,0,1,2
AC067747.1,lncRNA,0,0,0,0,0,1
AC067750.1,lncRNA,5,6,5,6,23,21
AC067751.1,lncRNA,2,4,4,4,11,12
AC067752.1,lncRNA,2,1,2,0,6,4
AC067773.1,lncRNA,3,8,7,6,53,116
AC067817.2,lncRNA,0,2,3,5,26,22
AC067838.1,lncRNA,1,2,0,0,0,2
AC067852.1,lncRNA,1,1,0,0,4,4
AC067852.2,lncRNA,1,1,5,1,10,11
AC067852.3,lncRNA,1,3,0,7,5,2
AC067852.5,lncRNA,0,1,0,0,6,5
AC067863.1,lncRNA,2,3,1,2,8,4
AC067930.1,lncRNA,0,2,0,0,1,3
AC067930.2,lncRNA,2,1,1,0,1,2
AC067930.3,lncRNA,0,1,3,1,3,4
AC067930.4,lncRNA,24,69,67,50,330,587
AC067930.8,lncRNA,1,6,2,3,7,7
AC067942.4,lncRNA,5,14,14,8,63,57
AC067945.1,lncRNA,3,4,0,1,1,1
AC067945.2,lncRNA,0,0,0,1,1,1
AC067945.3,lncRNA,0,0,3,0,4,3
AC067956.1,lncRNA,0,2,3,4,6,10
AC067960.1,lncRNA,3,4,7,4,59,47
AC067968.2,lncRNA,0,0,1,0,1,1
AC067969.1,lncRNA,0,0,0,1,2,1
AC067969.2,lncRNA,8,2,5,1,8,9
AC068014.1,lncRNA,0,1,0,0,0,2
AC068020.1,lncRNA,0,0,0,2,1,2
AC068025.1,lncRNA,0,0,0,1,2,2
AC068025.2,lncRNA,0,7,0,6,0,2
AC068051.1,lncRNA,10,9,4,8,45,59
AC068057.1,lncRNA,0,1,0,1,5,3
AC068057.3,lncRNA,4,3,1,4,6,6
AC068058.1,lncRNA,0,0,0,0,0,3
AC068075.1,lncRNA,5,0,5,2,8,14
AC068075.2,lncRNA,0,0,0,0,0,1
AC068112.1,lncRNA,2,1,1,2,4,2
AC068134.1,lncRNA,1,1,2,0,5,6
AC068134.2,lncRNA,0,0,4,1,13,7
AC068135.2,lncRNA,1,1,0,0,1,1
AC068189.1,lncRNA,0,4,2,0,6,2
AC068189.2,lncRNA,0,0,0,2,1,4
AC068193.1,lncRNA,0,0,1,0,1,1
AC068196.1,lncRNA,2,3,1,8,4,11
AC068205.1,lncRNA,0,1,3,4,5,11
AC068205.2,lncRNA,5,5,1,16,8,18
AC068228.1,lncRNA,1,4,1,1,4,5
AC068228.3,lncRNA,3,14,1,12,14,17
AC068234.2,lncRNA,0,0,0,0,0,3
AC068254.1,lncRNA,0,0,0,0,1,0
AC068279.2,lncRNA,0,1,1,1,1,2
AC068282.1,lncRNA,1,0,1,2,11,10
AC068282.2,lncRNA,0,2,7,1,1,3
AC068286.1,lncRNA,0,0,1,0,1,1
AC068286.2,lncRNA,2,0,3,5,5,2
AC068295.1,lncRNA,0,0,0,0,1,1
AC068305.2,lncRNA,0,0,0,0,5,5
AC068308.1,lncRNA,0,8,4,6,15,19
AC068338.2,lncRNA,1,2,3,2,15,18
AC068338.3,lncRNA,0,1,0,1,1,1
AC068385.1,lncRNA,0,0,0,1,0,1
AC068389.1,lncRNA,4,9,14,8,22,20
AC068389.2,lncRNA,0,0,0,2,4,1
AC068397.1,lncRNA,0,0,0,2,1,2
AC068397.2,lncRNA,1,0,0,0,1,3
AC068408.1,lncRNA,0,1,1,0,6,5
AC068408.2,lncRNA,0,0,0,3,1,1
AC068413.1,lncRNA,7,11,2,1,26,25
AC068418.2,lncRNA,2,1,1,2,6,7
AC068418.3,lncRNA,2,7,4,2,17,14
AC068442.1,lncRNA,1,0,0,0,3,3
AC068446.2,lncRNA,2,0,1,1,4,3
AC068473.1,lncRNA,0,2,3,3,6,8
AC068473.2,lncRNA,0,0,0,0,1,2
AC068473.3,lncRNA,9,5,9,17,32,31
AC068473.4,lncRNA,1,1,0,4,2,1
AC068473.5,lncRNA,2,6,11,8,32,43
AC068481.1,lncRNA,3,2,5,5,8,16
AC068483.1,lncRNA,1,0,0,0,2,3
AC068489.1,lncRNA,0,3,1,5,5,13
AC068491.1,lncRNA,0,0,0,0,0,1
AC068491.2,lncRNA,1,3,0,0,4,1
AC068492.1,lncRNA,0,0,0,0,1,0
AC068506.1,lncRNA,0,0,0,1,0,2
AC068533.3,lncRNA,0,0,1,0,0,0
AC068535.1,lncRNA,1,10,2,6,15,20
AC068535.2,lncRNA,0,1,0,0,1,3
AC068544.2,lncRNA,0,0,0,0,2,2
AC068580.1,lncRNA,0,1,0,0,3,1
AC068580.2,lncRNA,2,0,1,1,16,17
AC068580.3,lncRNA,1,1,1,2,8,9
AC068580.5,lncRNA,15,14,38,16,97,91
AC068587.4,lncRNA,11,13,9,20,36,43
AC068594.1,lncRNA,5,3,15,4,75,63
AC068616.1,lncRNA,1,0,0,0,1,2
AC068616.2,lncRNA,2,5,4,4,10,13
AC068616.3,lncRNA,0,0,2,1,4,3
AC068620.1,lncRNA,0,0,0,0,1,1
AC068620.2,lncRNA,0,0,0,0,1,0
AC068631.1,lncRNA,12,15,7,13,26,42
AC068633.1,lncRNA,0,0,0,5,1,4
AC068643.1,lncRNA,0,4,0,2,3,7
AC068643.2,lncRNA,0,2,3,3,3,2
AC068658.1,lncRNA,0,0,0,0,1,0
AC068672.1,lncRNA,2,0,0,0,2,1
AC068672.2,lncRNA,0,0,0,3,1,0
AC068672.3,lncRNA,1,0,0,1,4,5
AC068688.1,lncRNA,0,1,1,0,1,3
AC068700.1,lncRNA,0,0,1,1,4,3
AC068700.2,lncRNA,41,27,83,17,188,123
AC068707.1,lncRNA,2,1,4,1,11,13
AC068721.1,lncRNA,1,2,0,3,2,4
AC068722.1,lncRNA,1,32,2,6,11,9
AC068724.1,lncRNA,0,2,0,0,0,0
AC068724.3,lncRNA,2,1,2,0,2,6
AC068724.4,lncRNA,0,0,0,0,1,0
AC068725.1,lncRNA,2,3,2,2,10,20
AC068726.1,lncRNA,0,0,1,0,0,0
AC068733.1,lncRNA,1,2,0,0,4,4
AC068733.3,lncRNA,3,4,3,2,6,7
AC068756.1,lncRNA,1,0,0,0,0,0
AC068759.1,lncRNA,0,1,1,0,1,5
AC068768.1,lncRNA,0,0,0,0,1,2
AC068774.1,lncRNA,0,0,1,1,2,0
AC068787.2,lncRNA,1,5,0,2,3,8
AC068787.3,lncRNA,1,0,0,2,3,2
AC068787.4,lncRNA,0,2,1,2,1,1
AC068787.5,lncRNA,0,1,0,0,2,4
AC068789.1,lncRNA,0,0,0,0,1,0
AC068790.3,lncRNA,0,0,0,0,2,2
AC068790.5,lncRNA,0,0,2,0,1,0
AC068790.6,lncRNA,0,0,0,0,1,0
AC068790.7,lncRNA,0,0,0,2,2,2
AC068790.8,lncRNA,3,1,2,1,7,7
AC068790.9,lncRNA,4,3,2,2,27,26
AC068831.3,lncRNA,0,0,0,0,1,0
AC068831.5,lncRNA,0,1,0,0,0,0
AC068858.1,lncRNA,0,0,0,0,2,1
AC068870.1,lncRNA,0,0,0,0,4,1
AC068870.2,lncRNA,0,0,0,1,2,1
AC068875.1,lncRNA,4,5,5,4,55,42
AC068880.2,lncRNA,0,0,0,0,0,1
AC068888.1,lncRNA,8,18,27,19,95,79
AC068888.2,lncRNA,0,1,0,0,1,2
AC068898.2,lncRNA,0,7,0,0,1,1
AC068931.1,lncRNA,0,4,0,0,3,1
AC068944.1,lncRNA,1,0,0,1,3,3
AC068946.3,lncRNA,1,1,0,0,1,2
AC068985.1,lncRNA,0,0,1,0,0,1
AC068987.1,lncRNA,2,2,3,1,1,4
AC068987.2,lncRNA,0,1,2,0,15,4
AC068987.3,lncRNA,1,1,1,2,8,8
AC068989.1,lncRNA,1,2,0,0,2,3
AC068993.2,lncRNA,1,2,2,0,11,5
AC069023.1,lncRNA,2,0,0,0,0,0
AC069061.2,lncRNA,0,0,0,0,1,2
AC069079.1,lncRNA,0,0,1,2,34,17
AC069113.2,lncRNA,0,0,0,1,1,2
AC069114.1,lncRNA,0,1,0,0,0,0
AC069120.1,lncRNA,13,17,24,19,102,72
AC069133.1,lncRNA,7,9,4,8,12,3
AC069148.1,lncRNA,5,2,6,5,30,22
AC069155.1,lncRNA,0,1,0,0,2,3
AC069185.1,lncRNA,1,4,1,1,7,12
AC069200.1,lncRNA,0,5,3,0,1,1
AC069209.1,lncRNA,0,0,0,0,0,1
AC069209.2,lncRNA,3,2,2,1,9,4
AC069213.1,lncRNA,0,0,1,0,4,2
AC069214.1,lncRNA,0,0,0,0,0,1
AC069222.1,lncRNA,0,2,0,12,7,3
AC069224.1,lncRNA,0,2,3,5,61,49
AC069228.1,lncRNA,2,14,7,7,43,48
AC069234.1,lncRNA,0,0,0,1,1,0
AC069234.2,lncRNA,0,1,0,1,0,0
AC069234.3,lncRNA,1,0,1,1,1,1
AC069243.1,lncRNA,1,1,1,0,6,3
AC069272.1,lncRNA,0,0,1,0,4,6
AC069277.1,lncRNA,2,15,38,4,18,11
AC069280.1,lncRNA,1,0,1,0,0,1
AC069280.2,lncRNA,0,6,1,13,5,3
AC069281.1,lncRNA,2,18,3,9,7,16
AC069281.2,lncRNA,5,6,10,10,37,35
AC069285.2,lncRNA,0,0,0,0,2,1
AC069287.2,lncRNA,0,0,0,1,2,2
AC069287.3,lncRNA,0,0,0,0,5,2
AC069360.1,lncRNA,2,0,0,0,2,3
AC069368.2,lncRNA,3,1,1,4,2,2
AC069404.1,lncRNA,0,4,4,15,4,3
AC069410.1,lncRNA,0,3,0,0,2,2
AC069421.2,lncRNA,4,7,3,2,0,4
AC069421.3,lncRNA,4,4,2,1,3,3
AC069431.1,lncRNA,2,2,3,0,7,6
AC069437.1,lncRNA,0,0,2,0,0,0
AC069439.2,lncRNA,0,1,0,0,1,1
AC069444.1,lncRNA,0,0,0,0,1,2
AC069503.1,lncRNA,0,1,1,0,2,2
AC069503.3,lncRNA,0,0,0,0,2,0
AC069503.4,lncRNA,2,7,0,0,2,1
AC069540.2,lncRNA,0,1,0,1,11,7
AC069542.1,lncRNA,0,0,0,0,1,0
AC069547.2,lncRNA,2,1,4,1,31,27
AC069549.1,lncRNA,0,0,0,3,1,3
AC069549.2,lncRNA,6,5,1,2,8,9
AC072022.1,lncRNA,2,1,2,0,2,1
AC072026.2,lncRNA,1,0,2,2,7,7
AC072026.3,lncRNA,2,0,0,0,1,0
AC072028.1,lncRNA,1,5,1,5,15,8
AC072054.1,lncRNA,2,2,5,1,21,17
AC072061.1,lncRNA,1,2,5,1,15,21
AC072062.1,lncRNA,3,7,3,5,9,8
AC073023.1,lncRNA,0,0,0,3,0,0
AC073046.1,lncRNA,1,0,1,1,3,2
AC073046.3,lncRNA,0,0,0,0,0,1
AC073046.4,lncRNA,0,0,0,5,2,3
AC073048.1,lncRNA,0,0,0,0,4,3
AC073050.1,lncRNA,1,0,1,0,3,5
AC073052.1,lncRNA,0,3,0,0,1,2
AC073062.1,lncRNA,0,0,0,0,0,1
AC073071.1,lncRNA,0,3,0,2,2,1
AC073073.2,lncRNA,0,1,2,1,5,6
AC073091.1,lncRNA,9,22,16,17,93,133
AC073091.2,lncRNA,2,0,0,0,3,2
AC073094.1,lncRNA,1,0,2,2,9,6
AC073111.2,lncRNA,1,0,1,1,1,1
AC073114.1,lncRNA,7,6,1,1,6,8
AC073115.1,lncRNA,0,0,1,0,2,0
AC073115.2,lncRNA,1,0,1,0,1,3
AC073130.1,lncRNA,1,0,0,0,2,2
AC073130.2,lncRNA,0,0,0,1,3,3
AC073140.1,lncRNA,41334,11848,165700,31970,47842,24841
AC073140.2,lncRNA,1,2,2,1,6,6
AC073167.1,lncRNA,0,0,0,2,3,2
AC073172.1,lncRNA,0,1,1,0,3,4
AC073174.1,lncRNA,8,8,20,12,61,40
AC073176.1,lncRNA,2,1,3,2,7,9
AC073176.2,lncRNA,1,2,2,1,12,12
AC073188.2,lncRNA,0,0,0,0,1,2
AC073188.3,lncRNA,0,1,0,0,2,1
AC073188.4,lncRNA,0,0,0,0,2,1
AC073188.5,lncRNA,0,0,0,0,3,3
AC073188.6,lncRNA,2,1,3,2,13,8
AC073195.1,lncRNA,3,3,3,4,8,14
AC073210.3,lncRNA,1,1,4,4,8,4
AC073218.1,lncRNA,0,0,0,0,2,3
AC073225.1,lncRNA,7,21,8,14,62,56
AC073236.1,lncRNA,0,0,0,0,1,1
AC073254.1,lncRNA,2,5,2,7,10,20
AC073257.1,lncRNA,3,3,0,6,7,6
AC073257.2,lncRNA,1,5,0,1,4,3
AC073263.1,lncRNA,1,0,0,3,8,8
AC073263.2,lncRNA,1,0,8,3,34,23
AC073270.1,lncRNA,0,1,0,0,0,0
AC073270.2,lncRNA,0,0,1,0,1,1
AC073283.1,lncRNA,1,1,1,0,2,6
AC073283.2,lncRNA,2,1,1,0,4,5
AC073288.1,lncRNA,0,1,0,0,1,0
AC073288.2,lncRNA,0,0,1,2,3,1
AC073311.1,lncRNA,0,2,1,2,3,2
AC073314.1,lncRNA,5,6,19,8,34,59
AC073316.1,lncRNA,125,339,804,1844,1262,527
AC073316.2,lncRNA,3,2,2,11,51,43
AC073320.1,lncRNA,0,6,0,4,2,1
AC073321.1,lncRNA,0,0,0,0,3,1
AC073323.1,lncRNA,0,0,0,0,1,0
AC073325.1,lncRNA,0,0,1,0,1,0
AC073326.1,lncRNA,0,0,0,0,1,1
AC073326.2,lncRNA,0,0,0,2,0,0
AC073332.1,lncRNA,11,19,14,6,40,38
AC073333.1,lncRNA,0,4,1,0,2,1
AC073336.1,lncRNA,0,0,0,3,7,3
AC073342.1,lncRNA,2,0,3,3,4,4
AC073343.2,lncRNA,6,5,4,1,8,9
AC073346.1,lncRNA,0,0,0,2,0,1
AC073348.2,lncRNA,1,2,0,0,4,1
AC073349.1,lncRNA,1,1,0,1,2,4
AC073349.4,lncRNA,0,0,0,0,0,1
AC073349.5,lncRNA,1,2,0,0,5,4
AC073352.1,lncRNA,0,0,0,1,2,1
AC073359.1,lncRNA,0,0,0,0,0,1
AC073359.2,lncRNA,0,0,2,0,0,0
AC073365.1,lncRNA,5,5,7,11,59,50
AC073367.1,lncRNA,1,0,0,1,2,2
AC073370.1,lncRNA,0,0,0,1,1,0
AC073389.1,lncRNA,1,0,2,0,3,2
AC073389.2,lncRNA,1,3,1,1,2,5
AC073389.3,lncRNA,7,1,1,2,3,2
AC073409.2,lncRNA,0,3,0,2,0,0
AC073429.1,lncRNA,0,0,0,0,1,0
AC073429.2,lncRNA,0,0,0,2,2,2
AC073475.1,lncRNA,2,6,1,3,11,14
AC073476.2,lncRNA,2,6,2,3,13,18
AC073487.1,lncRNA,0,0,2,0,0,0
AC073508.3,lncRNA,0,1,0,1,1,4
AC073517.1,lncRNA,0,0,0,1,1,2
AC073525.1,lncRNA,1,0,0,1,7,4
AC073529.1,lncRNA,2,2,1,0,20,12
AC073530.1,lncRNA,2,0,0,3,2,1
AC073539.1,lncRNA,0,1,1,9,3,4
AC073539.3,lncRNA,0,0,1,0,1,0
AC073548.2,lncRNA,0,4,0,2,6,7
AC073569.2,lncRNA,0,1,0,0,3,4
AC073569.3,lncRNA,0,1,1,0,4,4
AC073571.1,lncRNA,0,0,0,0,3,5
AC073573.1,lncRNA,0,0,1,5,8,5
AC073575.1,lncRNA,0,2,2,10,2,3
AC073575.2,lncRNA,0,1,0,0,2,1
AC073578.1,lncRNA,5,5,6,1,6,8
AC073578.2,lncRNA,1,0,0,1,3,3
AC073578.5,lncRNA,2,2,1,0,4,3
AC073591.1,lncRNA,1,8,1,2,0,3
AC073592.1,lncRNA,4,6,2,8,11,6
AC073593.2,lncRNA,1,3,2,1,9,10
AC073611.1,lncRNA,2,17,6,4,23,21
AC073626.1,lncRNA,1,1,2,0,2,3
AC073632.1,lncRNA,0,0,1,0,2,2
AC073636.1,lncRNA,1,1,2,4,7,4
AC073648.5,lncRNA,1,3,0,4,1,1
AC073655.1,lncRNA,1,1,0,0,2,2
AC073655.2,lncRNA,0,0,0,1,2,6
AC073655.3,lncRNA,0,0,0,3,2,3
AC073657.1,lncRNA,0,0,0,0,0,1
AC073834.1,lncRNA,0,0,0,1,2,1
AC073840.1,lncRNA,3,1,2,4,6,6
AC073842.1,lncRNA,0,1,1,0,2,1
AC073842.2,lncRNA,0,4,1,0,1,4
AC073848.1,lncRNA,0,1,0,7,13,8
AC073862.1,lncRNA,0,0,0,0,1,0
AC073863.1,lncRNA,0,0,2,0,0,0
AC073869.3,lncRNA,1,4,0,1,2,2
AC073878.1,lncRNA,1,5,7,3,14,14
AC073878.2,lncRNA,0,0,0,0,2,2
AC073896.2,lncRNA,1,3,6,4,14,23
AC073896.3,lncRNA,0,6,0,1,0,0
AC073896.4,lncRNA,0,2,2,0,15,30
AC073896.5,lncRNA,0,0,0,2,1,1
AC073912.1,lncRNA,0,0,0,0,1,2
AC073934.1,lncRNA,1,0,2,2,8,5
AC073941.1,lncRNA,0,0,0,0,0,2
AC073957.1,lncRNA,0,1,3,0,2,2
AC073957.2,lncRNA,1,2,1,1,7,4
AC073957.3,lncRNA,13,12,21,16,53,41
AC073964.1,lncRNA,0,0,0,0,1,0
AC073968.2,lncRNA,0,0,0,1,2,2
AC073973.1,lncRNA,2,0,0,5,1,1
AC073987.1,lncRNA,0,2,0,1,3,0
AC074008.1,lncRNA,0,0,0,0,1,1
AC074008.2,lncRNA,0,0,0,0,1,1
AC074011.1,lncRNA,0,0,1,0,1,0
AC074024.1,lncRNA,0,0,0,1,2,1
AC074031.1,lncRNA,1,1,1,1,4,2
AC074032.1,lncRNA,5,32,8,7,15,14
AC074035.1,lncRNA,0,0,0,0,0,1
AC074044.1,lncRNA,1,2,1,0,3,2
AC074050.2,lncRNA,0,0,0,0,2,3
AC074050.4,lncRNA,0,0,1,0,1,1
AC074051.3,lncRNA,2,1,1,0,3,5
AC074052.2,lncRNA,0,0,2,5,4,10
AC074091.2,lncRNA,2,1,0,3,2,1
AC074096.1,lncRNA,0,1,1,0,1,2
AC074099.1,lncRNA,0,3,0,0,1,0
AC074117.1,lncRNA,1,1,3,1,8,10
AC074124.1,lncRNA,0,0,0,0,0,1
AC074131.1,lncRNA,0,0,0,0,0,2
AC074132.1,lncRNA,0,0,0,0,2,2
AC074135.1,lncRNA,0,0,0,3,1,2
AC074135.2,lncRNA,0,0,0,3,2,2
AC074138.1,lncRNA,2,0,3,0,7,3
AC074139.1,lncRNA,2,2,0,0,4,2
AC074183.1,lncRNA,1,2,0,2,6,5
AC074194.1,lncRNA,1,1,3,5,17,24
AC074212.1,lncRNA,13,30,28,26,96,114
AC074237.1,lncRNA,1,1,0,0,1,1
AC074254.1,lncRNA,0,1,0,5,0,1
AC074254.2,lncRNA,0,0,0,3,0,0
AC074257.1,lncRNA,1,0,0,0,3,1
AC074281.1,lncRNA,0,0,0,0,1,0
AC074286.1,lncRNA,3,7,2,1,15,15
AC074290.1,lncRNA,0,0,0,0,0,3
AC074325.1,lncRNA,0,1,1,0,4,1
AC074344.2,lncRNA,0,0,0,0,2,0
AC074366.1,lncRNA,0,0,0,0,4,2
AC074386.1,lncRNA,2,2,2,2,9,9
AC074387.1,lncRNA,2,5,1,0,2,1
AC074389.1,lncRNA,1,1,4,1,5,7
AC074389.2,lncRNA,0,0,2,2,10,11
AC074389.3,lncRNA,0,0,0,0,1,2
AC076966.2,lncRNA,0,0,0,0,0,1
AC076968.1,lncRNA,0,1,0,0,3,4
AC076968.2,lncRNA,5,6,4,3,16,20
AC077690.1,lncRNA,6,7,8,6,42,53
AC078776.1,lncRNA,0,1,1,0,3,4
AC078777.1,lncRNA,3,6,7,6,21,16
AC078778.1,lncRNA,0,1,1,2,0,1
AC078785.1,lncRNA,3,8,10,12,21,23
AC078785.2,lncRNA,0,0,0,2,6,6
AC078788.1,lncRNA,0,0,0,1,0,1
AC078795.1,lncRNA,0,2,1,1,4,4
AC078795.2,lncRNA,0,0,0,0,0,1
AC078802.1,lncRNA,3,1,4,8,12,9
AC078814.1,lncRNA,0,0,0,0,1,1
AC078816.1,lncRNA,0,1,2,1,2,2
AC078820.1,lncRNA,0,0,0,0,0,3
AC078820.2,lncRNA,5,11,22,10,75,58
AC078842.1,lncRNA,1,1,1,4,4,3
AC078842.2,lncRNA,0,0,0,0,4,4
AC078845.1,lncRNA,1,4,1,2,10,74
AC078846.1,lncRNA,4,8,4,3,21,15
AC078850.1,lncRNA,3,3,3,4,4,5
AC078850.2,lncRNA,2,1,0,3,0,0
AC078851.1,lncRNA,0,0,0,1,0,0
AC078852.1,lncRNA,0,0,0,0,0,3
AC078852.2,lncRNA,0,0,0,0,6,2
AC078860.2,lncRNA,1,1,2,0,3,7
AC078860.3,lncRNA,1,0,1,0,2,2
AC078864.1,lncRNA,1,0,2,0,0,0
AC078874.1,lncRNA,0,0,1,0,2,1
AC078878.2,lncRNA,0,2,0,4,3,7
AC078880.1,lncRNA,0,0,0,1,0,0
AC078880.2,lncRNA,0,0,1,2,1,2
AC078880.3,lncRNA,0,0,1,1,3,8
AC078880.4,lncRNA,0,0,1,0,2,1
AC078881.1,lncRNA,3,2,1,3,14,17
AC078882.1,lncRNA,0,1,1,0,1,1
AC078883.1,lncRNA,3,9,30,4,8,10
AC078883.2,lncRNA,4,8,9,6,87,69
AC078889.1,lncRNA,0,0,0,0,2,0
AC078906.1,lncRNA,0,0,1,0,0,2
AC078909.1,lncRNA,0,1,1,0,4,6
AC078909.2,lncRNA,0,0,0,2,2,6
AC078916.1,lncRNA,2,4,1,3,1,4
AC078923.1,lncRNA,0,1,1,0,4,1
AC078925.1,lncRNA,1,1,5,6,16,22
AC078929.1,lncRNA,0,0,0,1,6,5
AC078942.1,lncRNA,0,2,2,0,7,10
AC078950.1,lncRNA,0,0,2,0,3,5
AC078955.1,lncRNA,0,0,0,0,1,1
AC078962.1,lncRNA,0,0,0,5,0,0
AC078962.2,lncRNA,0,0,0,0,3,2
AC078962.3,lncRNA,1,0,0,2,0,0
AC078980.1,lncRNA,1,0,0,1,0,0
AC078983.1,lncRNA,2,0,0,2,2,2
AC078993.1,lncRNA,0,0,1,0,1,7
AC079015.1,lncRNA,0,0,0,1,1,1
AC079030.1,lncRNA,0,0,0,0,0,1
AC079031.1,lncRNA,5,7,25,5,39,27
AC079031.2,lncRNA,0,0,0,0,3,4
AC079035.1,lncRNA,0,0,1,0,0,2
AC079052.1,lncRNA,0,0,0,0,1,2
AC079054.1,lncRNA,1,1,0,0,2,1
AC079061.1,lncRNA,5,6,10,3,59,57
AC079070.1,lncRNA,2,2,0,2,4,5
AC079075.1,lncRNA,0,0,0,1,0,1
