ID,Type,C1_L-10,C1_R+3,C2_L-10,C2_R+3,C3_L-10,C3_R+3
A1BG-AS1,lncRNA,4.5,2.33,0.33,3.0,7.5,9.17
A2M-AS1,lncRNA,0.0,0.0,1.0,0.0,9.0,8.0
A2ML1-AS1,lncRNA,0.0,0.0,0.0,0.0,0.0,2.0
AA06,lncRNA,1.0,0.0,0.0,1.0,1.0,0.0
AATBC,lncRNA,0.0,2.0,6.0,6.0,19.0,26.0
ABALON,lncRNA,3.0,3.5,4.5,2.0,9.5,4.5
ABCA9-AS1,lncRNA,1.5,7.0,0.5,4.0,5.0,5.5
ABCC5-AS1,lncRNA,0.0,0.0,0.0,1.0,1.0,2.0
ABHD15-AS1,lncRNA,1.0,0.0,1.0,0.0,0.0,1.5
AC000032.1,lncRNA,0.0,0.0,0.0,0.0,2.5,1.0
AC000035.1,lncRNA,0.5,0.5,0.5,0.5,1.0,0.0
AC000036.1,lncRNA,0.0,0.0,1.0,0.0,4.0,4.0
AC000050.1,lncRNA,0.0,0.0,3.0,0.0,1.0,1.0
AC000058.1,lncRNA,0.0,2.0,0.0,1.0,2.0,0.0
AC000065.1,lncRNA,1.0,0.0,1.0,0.0,5.0,6.0
AC000065.2,lncRNA,0.0,0.0,0.0,1.0,1.0,0.0
AC000067.1,lncRNA,2.0,0.0,0.0,1.0,0.0,1.0
AC000068.1,lncRNA,1.0,3.0,3.0,7.0,8.5,9.0
AC000068.2,lncRNA,0.0,0.0,0.0,0.0,3.0,0.0
AC000072.1,lncRNA,0.0,0.0,0.0,0.5,2.0,0.5
AC000082.1,lncRNA,1.0,0.0,0.0,0.0,0.0,0.5
AC000085.1,lncRNA,0.0,0.0,0.0,0.0,1.0,1.0
AC000113.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC000120.1,lncRNA,1.0,11.0,1.0,20.5,4.0,19.0
AC000123.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC000124.1,lncRNA,0.0,0.0,1.0,0.0,5.0,4.0
AC000372.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC000403.1,lncRNA,1.0,3.0,1.0,0.0,7.0,8.0
AC001226.1,lncRNA,0.0,1.0,0.0,0.0,0.0,0.0
AC002044.1,lncRNA,0.0,6.0,1.0,0.0,0.0,1.0
AC002056.2,lncRNA,0.0,0.0,0.0,0.5,0.0,1.0
AC002057.1,lncRNA,0.0,0.0,0.0,0.0,1.0,2.0
AC002057.2,lncRNA,0.0,0.0,1.0,1.0,1.0,2.0
AC002059.1,lncRNA,0.0,0.0,2.0,0.0,0.0,0.0
AC002064.1,lncRNA,0.0,0.0,0.0,0.0,3.0,2.0
AC002064.2,lncRNA,0.0,0.0,0.0,0.0,0.0,2.0
AC002066.1,lncRNA,0.0,0.0,1.0,0.0,1.0,1.0
AC002069.2,lncRNA,1.0,0.0,0.0,2.0,5.0,6.0
AC002070.1,lncRNA,0.0,2.0,0.0,2.0,5.0,2.0
AC002074.1,lncRNA,0.0,1.0,0.0,0.0,3.0,2.0
AC002091.1,lncRNA,1.0,0.0,0.0,0.0,1.0,0.0
AC002091.2,lncRNA,0.0,1.0,0.0,0.0,4.0,3.0
AC002094.1,lncRNA,0.0,1.0,1.5,1.5,5.0,5.5
AC002094.2,lncRNA,0.0,1.5,0.0,0.0,0.0,0.5
AC002101.1,lncRNA,0.0,0.0,0.0,0.0,13.0,9.0
AC002115.1,lncRNA,0.0,0.0,1.0,0.0,0.0,1.0
AC002116.1,lncRNA,0.5,0.0,0.0,0.0,4.5,5.5
AC002116.2,lncRNA,0.0,2.0,0.0,1.0,1.5,1.0
AC002128.1,lncRNA,0.0,7.0,0.0,2.0,15.0,3.0
AC002128.2,lncRNA,0.0,0.0,0.0,0.0,2.0,2.0
AC002306.1,lncRNA,2.0,1.0,0.0,1.0,1.0,0.0
AC002310.1,lncRNA,4.0,2.0,13.0,5.33,31.33,38.33
AC002310.2,lncRNA,3.0,3.0,2.5,4.0,12.5,14.5
AC002331.1,lncRNA,0.0,0.0,0.0,0.0,10.0,19.0
AC002347.1,lncRNA,0.0,1.0,0.0,0.0,2.0,0.0
AC002351.1,lncRNA,0.0,0.0,0.0,1.5,1.0,1.5
AC002368.1,lncRNA,0.0,0.0,3.0,0.0,0.0,0.0
AC002375.1,lncRNA,0.0,3.0,0.0,0.0,0.0,2.0
AC002377.1,lncRNA,1.0,0.0,1.0,0.0,6.0,3.0
AC002378.1,lncRNA,0.0,3.0,0.0,0.0,2.0,1.0
AC002383.1,lncRNA,0.0,0.0,0.0,0.0,1.0,2.0
AC002398.1,lncRNA,0.0,0.0,0.0,2.5,3.0,1.0
AC002398.2,lncRNA,0.5,0.0,1.5,0.5,1.5,1.5
AC002401.1,lncRNA,0.0,0.0,0.0,0.5,1.0,0.5
AC002401.3,lncRNA,0.0,0.0,0.0,0.0,0.0,2.0
AC002401.4,lncRNA,0.0,0.0,0.0,0.0,4.0,1.0
AC002407.1,lncRNA,1130.5,765.5,2333.5,1143.5,5338.0,6141.0
AC002428.1,lncRNA,0.0,0.0,0.0,1.0,1.0,1.0
AC002428.2,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC002451.1,lncRNA,2.0,1.0,2.0,0.0,3.0,14.0
AC002456.1,lncRNA,6.0,2.0,6.0,3.0,21.0,19.0
AC002458.1,lncRNA,0.0,0.0,2.0,0.0,4.0,1.0
AC002460.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC002460.2,lncRNA,2.0,0.0,0.0,3.0,11.0,7.0
AC002463.1,lncRNA,2.0,4.0,1.0,5.0,8.0,8.0
AC002464.1,lncRNA,0.0,0.0,0.0,0.0,1.0,2.0
AC002465.1,lncRNA,0.0,0.0,0.0,0.0,1.0,1.0
AC002467.1,lncRNA,3.0,3.5,2.0,1.0,18.5,13.5
AC002470.1,lncRNA,0.0,1.0,0.0,0.0,0.0,0.0
AC002470.2,lncRNA,1.0,3.5,0.5,1.0,18.5,12.0
AC002472.1,lncRNA,0.0,0.0,0.0,0.0,0.0,2.0
AC002480.1,lncRNA,0.0,0.0,1.0,2.0,3.0,3.5
AC002480.2,lncRNA,0.0,0.0,0.0,1.0,7.0,7.0
AC002511.1,lncRNA,0.0,0.0,0.0,0.0,4.0,0.0
AC002511.2,lncRNA,0.0,1.0,1.0,0.0,1.0,4.0
AC002519.1,lncRNA,1.0,0.0,0.0,0.0,0.0,0.0
AC002529.1,lncRNA,2.0,2.0,0.0,1.0,1.0,0.0
AC002542.6,lncRNA,0.0,0.0,2.0,1.0,1.0,8.0
AC002550.1,lncRNA,0.5,3.0,1.5,0.5,3.0,1.17
AC002551.1,lncRNA,0.0,1.0,0.0,1.0,0.0,0.0
AC002553.1,lncRNA,5.5,0.0,1.0,4.5,4.0,1.5
AC002553.2,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC002558.2,lncRNA,0.0,1.0,0.0,0.0,0.0,0.0
AC002558.3,lncRNA,4.0,1.0,1.0,0.0,11.0,7.0
AC002563.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.5
AC003001.1,lncRNA,0.0,0.0,0.0,0.0,23.0,25.0
AC003005.2,lncRNA,0.0,1.0,0.0,3.0,1.0,0.0
AC003009.1,lncRNA,0.0,0.0,0.0,1.0,0.0,0.0
AC003035.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC003035.2,lncRNA,0.0,0.0,1.0,1.0,5.0,2.0
AC003043.2,lncRNA,1.0,5.0,7.0,3.0,13.0,11.0
AC003044.1,lncRNA,0.0,0.0,0.0,1.0,1.0,2.0
AC003070.1,lncRNA,1.0,0.0,0.5,0.0,0.5,0.0
AC003070.2,lncRNA,0.0,0.0,0.0,0.0,0.0,4.0
AC003077.1,lncRNA,1.0,0.5,0.0,0.0,2.5,2.5
AC003086.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC003087.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC003092.1,lncRNA,0.0,0.0,0.0,1.0,4.0,7.0
AC003092.2,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC003093.1,lncRNA,1.0,1.0,0.0,3.0,2.0,7.0
AC003098.1,lncRNA,0.5,0.0,0.0,0.0,0.0,1.5
AC003101.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC003101.2,lncRNA,0.0,1.0,0.0,0.0,5.0,2.0
AC003102.1,lncRNA,5.0,3.0,4.0,4.0,24.5,22.0
AC003666.1,lncRNA,0.0,3.0,0.0,2.0,0.0,0.0
AC003681.1,lncRNA,23.0,24.83,21.33,30.0,50.5,47.5
AC003684.1,lncRNA,2.0,14.0,3.0,6.0,8.0,6.0
AC003685.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC003688.2,lncRNA,1.0,1.5,0.0,0.0,1.0,2.0
AC003950.1,lncRNA,1.0,0.0,0.0,0.0,0.0,0.0
AC003956.1,lncRNA,1.0,1.0,2.0,2.0,2.0,0.0
AC003958.2,lncRNA,11.0,11.0,2.0,3.0,11.5,8.5
AC003965.1,lncRNA,1.0,0.0,1.0,0.0,4.0,1.0
AC003965.2,lncRNA,2.0,0.0,11.0,7.0,5.0,2.0
AC003973.1,lncRNA,1.0,3.0,2.0,2.0,3.0,7.0
AC003975.1,lncRNA,0.0,0.0,0.0,2.0,1.0,0.0
AC003982.1,lncRNA,2.0,0.0,0.0,1.0,4.0,0.0
AC003984.1,lncRNA,2.0,0.0,0.0,1.0,2.0,3.0
AC003985.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC003986.1,lncRNA,2.5,0.5,2.5,7.5,5.0,17.5
AC003986.2,lncRNA,0.0,1.0,2.0,1.0,4.0,4.0
AC003986.3,lncRNA,0.0,0.0,0.0,0.0,5.0,6.0
AC003988.1,lncRNA,0.0,4.0,0.0,0.0,3.0,1.0
AC003991.1,lncRNA,0.0,3.0,0.0,2.0,5.0,4.0
AC003992.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC004000.1,lncRNA,0.0,1.0,1.0,0.0,0.0,0.0
AC004009.1,lncRNA,0.0,0.0,0.0,1.0,1.0,2.0
AC004023.1,lncRNA,0.0,0.0,0.0,0.0,1.0,2.0
AC004034.1,lncRNA,2.0,1.5,1.0,0.0,2.0,4.0
AC004039.1,lncRNA,2.0,22.0,0.0,9.0,1.0,3.0
AC004052.1,lncRNA,0.0,0.0,0.0,1.0,0.0,2.0
AC004063.1,lncRNA,0.0,0.0,0.0,0.0,0.0,2.0
AC004066.1,lncRNA,1.0,0.0,0.0,0.0,0.0,0.0
AC004067.1,lncRNA,0.0,0.0,1.0,0.0,0.0,0.0
AC004069.1,lncRNA,0.0,6.0,0.0,0.0,0.0,1.0
AC004076.2,lncRNA,2.0,1.0,0.0,0.0,0.0,6.0
AC004080.1,lncRNA,1.0,0.0,1.0,0.0,12.0,10.0
AC004080.17,lncRNA,0.0,1.0,1.0,0.0,1.0,2.0
AC004080.2,lncRNA,1.0,0.0,1.5,0.0,2.0,3.0
AC004080.4,lncRNA,1.0,1.0,2.0,1.0,1.0,3.0
AC004080.5,lncRNA,0.0,0.25,0.0,0.0,1.5,1.08
AC004080.6,lncRNA,0.0,0.25,0.5,0.0,3.5,1.75
AC004083.1,lncRNA,2.0,4.0,2.0,1.0,13.0,16.0
AC004129.3,lncRNA,0.0,0.0,0.0,0.0,2.0,6.0
AC004130.2,lncRNA,1.5,2.0,9.0,1.0,26.0,28.0
AC004147.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004147.2,lncRNA,0.0,1.0,0.0,2.0,11.0,9.0
AC004147.3,lncRNA,0.0,0.0,0.0,0.0,0.0,3.0
AC004147.4,lncRNA,0.0,0.5,0.0,0.5,2.0,1.5
AC004148.1,lncRNA,2.83,0.0,1.5,0.5,4.83,3.83
AC004156.1,lncRNA,26.0,29.0,97.0,48.0,69.0,95.0
AC004158.1,lncRNA,0.0,2.5,2.0,3.5,14.0,8.5
AC004160.1,lncRNA,0.0,1.0,2.5,1.0,5.0,8.5
AC004160.2,lncRNA,1.0,1.0,0.0,1.0,2.0,4.0
AC004217.1,lncRNA,0.0,3.0,0.0,0.0,2.5,1.5
AC004221.1,lncRNA,0.0,1.0,0.0,2.0,2.0,0.0
AC004223.2,lncRNA,0.0,0.0,0.0,0.0,1.0,1.0
AC004224.2,lncRNA,0.0,0.0,0.0,0.5,1.5,2.5
AC004231.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.5
AC004231.3,lncRNA,0.0,0.0,0.0,0.5,0.5,0.5
AC004232.1,lncRNA,5.5,2.0,4.5,9.5,3.5,3.5
AC004233.1,lncRNA,2.0,0.0,0.0,2.0,3.0,0.0
AC004233.2,lncRNA,1.0,2.0,0.0,0.0,1.0,1.0
AC004233.3,lncRNA,0.0,1.0,0.0,1.0,0.0,0.0
AC004241.1,lncRNA,2.5,2.0,4.0,1.5,5.5,4.5
AC004241.2,lncRNA,0.0,0.0,0.0,0.0,1.0,4.0
AC004241.4,lncRNA,0.0,0.0,1.0,2.0,0.0,0.0
AC004263.1,lncRNA,1.0,0.0,0.0,0.0,1.0,1.0
AC004263.2,lncRNA,1.0,2.0,4.0,3.0,3.0,2.5
AC004264.1,lncRNA,4.0,13.0,9.0,8.0,7.0,7.0
AC004381.1,lncRNA,1.0,0.0,0.0,0.0,1.0,0.0
AC004408.1,lncRNA,0.0,0.0,0.0,0.5,0.5,1.5
AC004448.2,lncRNA,0.0,0.0,2.0,6.0,3.0,6.0
AC004448.3,lncRNA,0.0,0.0,0.5,0.0,3.5,2.0
AC004448.5,lncRNA,1.0,0.0,0.0,0.0,1.0,1.0
AC004449.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC004461.2,lncRNA,0.0,0.0,0.0,0.0,1.0,4.0
AC004464.1,lncRNA,0.0,0.0,1.0,8.0,0.0,1.0
AC004466.1,lncRNA,1.0,0.5,1.0,0.5,3.5,1.5
AC004466.2,lncRNA,0.0,0.0,1.0,0.0,1.0,0.0
AC004466.3,lncRNA,0.0,0.0,0.0,0.0,2.0,0.0
AC004470.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004470.2,lncRNA,0.0,0.0,0.0,0.0,0.0,2.0
AC004471.1,lncRNA,0.0,0.0,0.0,1.0,2.0,2.5
AC004471.2,lncRNA,0.0,0.0,1.0,0.0,0.0,1.5
AC004477.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC004485.1,lncRNA,0.0,1.0,1.0,3.0,0.0,0.0
AC004490.1,lncRNA,1.0,0.0,2.0,2.0,12.5,6.5
AC004494.1,lncRNA,1.0,6.0,10.0,5.0,30.5,19.5
AC004510.2,lncRNA,0.0,0.0,0.33,2.0,0.0,1.33
AC004522.3,lncRNA,0.0,0.0,0.5,0.5,0.5,0.5
AC004522.4,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004522.5,lncRNA,1.0,3.0,1.0,0.0,3.0,1.0
AC004528.1,lncRNA,0.0,0.0,2.0,0.0,0.0,0.0
AC004528.2,lncRNA,0.0,0.5,1.0,1.0,2.5,4.5
AC004540.1,lncRNA,3.0,3.0,1.0,6.0,24.0,14.0
AC004540.2,lncRNA,0.0,8.5,7.0,1.0,5.0,11.5
AC004542.2,lncRNA,0.0,1.5,0.0,0.0,0.5,0.0
AC004551.1,lncRNA,0.0,0.0,0.0,1.0,0.0,0.5
AC004554.1,lncRNA,1.0,0.0,10.0,3.0,6.0,12.0
AC004584.3,lncRNA,5.0,2.0,0.0,4.0,12.0,12.0
AC004585.1,lncRNA,1.0,0.0,1.0,0.0,4.0,2.0
AC004590.1,lncRNA,0.0,0.5,0.0,0.0,2.0,2.5
AC004593.1,lncRNA,0.0,2.0,0.0,0.0,6.0,3.0
AC004594.1,lncRNA,1.0,2.0,1.0,1.0,22.0,11.0
AC004596.1,lncRNA,0.0,0.0,1.0,0.0,1.0,0.0
AC004597.1,lncRNA,2.0,0.0,0.0,0.0,0.5,0.5
AC004637.1,lncRNA,0.0,2.0,0.0,0.0,5.0,2.0
AC004672.1,lncRNA,1.0,1.0,2.0,1.0,8.0,9.0
AC004672.2,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC004687.1,lncRNA,851.5,706.0,711.0,698.0,2471.5,2401.5
AC004687.3,lncRNA,6.5,3.0,1.0,1.5,25.5,4.5
AC004690.2,lncRNA,0.0,2.0,0.0,0.0,2.0,3.0
AC004691.1,lncRNA,1.0,0.0,0.0,0.0,5.0,4.0
AC004692.2,lncRNA,0.0,1.0,1.0,0.0,2.0,2.0
AC004704.1,lncRNA,1.0,1.0,0.0,6.0,3.0,8.0
AC004704.2,lncRNA,0.0,5.0,1.0,1.0,7.0,7.0
AC004704.3,lncRNA,0.0,1.0,2.0,2.0,26.0,42.0
AC004706.1,lncRNA,0.0,0.0,0.0,2.0,1.0,3.0
AC004707.1,lncRNA,0.0,1.0,0.5,0.0,2.0,4.0
AC004765.1,lncRNA,1.0,6.0,0.0,1.0,0.0,2.0
AC004771.1,lncRNA,0.0,0.0,0.0,0.0,2.0,1.0
AC004771.2,lncRNA,0.0,0.0,0.0,1.0,4.0,5.5
AC004771.3,lncRNA,0.0,1.0,0.0,0.0,0.5,2.0
AC004771.4,lncRNA,0.0,0.5,0.5,0.0,2.0,5.0
AC004775.1,lncRNA,0.0,2.0,0.0,3.0,16.0,14.0
AC004784.1,lncRNA,0.0,0.0,0.0,0.5,0.5,1.5
AC004801.3,lncRNA,0.0,0.0,0.0,0.0,1.0,1.0
AC004801.4,lncRNA,0.0,2.0,0.0,2.0,4.0,6.0
AC004801.5,lncRNA,2.0,0.0,1.0,2.0,3.0,3.0
AC004801.6,lncRNA,1.0,0.0,0.0,0.0,0.0,0.0
AC004803.1,lncRNA,0.0,0.0,5.0,1.0,7.0,7.0
AC004812.2,lncRNA,1.0,2.5,3.5,2.0,13.5,6.5
AC004816.1,lncRNA,0.0,0.0,1.0,0.0,6.0,21.0
AC004816.2,lncRNA,0.0,0.0,0.0,0.0,1.0,2.0
AC004817.1,lncRNA,0.0,0.0,0.0,1.0,0.0,1.0
AC004817.2,lncRNA,0.0,1.0,0.0,0.0,2.0,2.0
AC004817.3,lncRNA,3.0,1.0,0.0,0.0,4.0,10.0
AC004817.4,lncRNA,0.0,1.0,1.0,3.0,4.0,3.0
AC004817.5,lncRNA,1.0,2.0,5.0,2.0,8.0,9.0
AC004825.2,lncRNA,0.0,0.0,0.0,2.0,1.0,2.0
AC004825.3,lncRNA,1.0,8.0,3.0,3.0,20.0,8.5
AC004828.1,lncRNA,0.0,0.0,0.0,0.0,0.0,2.0
AC004828.2,lncRNA,0.0,3.0,1.0,2.0,9.0,1.5
AC004830.2,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004832.1,lncRNA,4.0,1.0,2.0,2.0,8.5,5.5
AC004832.5,lncRNA,0.0,0.0,1.0,0.0,1.0,3.0
AC004832.6,lncRNA,3.0,1.0,0.0,2.0,11.0,4.0
AC004834.1,lncRNA,1.5,3.5,0.5,3.0,22.0,30.0
AC004835.1,lncRNA,0.0,0.0,0.0,1.0,3.0,4.0
AC004837.2,lncRNA,0.0,0.0,1.0,0.0,0.0,0.0
AC004837.3,lncRNA,0.0,0.0,0.33,0.0,2.0,1.33
AC004837.4,lncRNA,0.0,2.0,1.0,3.0,8.0,4.0
AC004839.2,lncRNA,0.0,1.0,0.0,0.0,2.0,5.0
AC004846.1,lncRNA,1.0,1.0,6.5,3.5,23.5,25.5
AC004846.2,lncRNA,0.0,0.0,0.5,0.0,0.5,0.0
AC004847.1,lncRNA,2.0,0.0,1.0,0.0,3.0,1.0
AC004852.2,lncRNA,2.0,5.0,1.0,2.0,6.0,6.0
AC004854.2,lncRNA,0.5,0.0,4.5,7.0,9.0,11.5
AC004862.1,lncRNA,0.0,0.0,0.0,0.0,3.0,4.0
AC004863.1,lncRNA,2.0,1.0,1.0,4.0,5.0,4.0
AC004869.1,lncRNA,0.0,0.0,0.0,0.0,2.0,0.0
AC004869.2,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004870.2,lncRNA,2.0,1.0,0.0,0.0,3.5,3.0
AC004870.3,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC004870.4,lncRNA,0.0,0.0,0.0,0.0,0.0,3.0
AC004875.1,lncRNA,2.0,2.0,0.0,0.0,2.0,1.0
AC004877.1,lncRNA,1.0,2.0,4.0,0.5,8.5,10.0
AC004879.1,lncRNA,0.0,0.0,0.0,2.0,0.0,0.0
AC004882.1,lncRNA,2.0,0.0,1.5,0.0,5.5,6.5
AC004882.2,lncRNA,0.0,0.0,0.5,0.0,0.5,0.5
AC004882.3,lncRNA,0.5,0.0,0.5,1.0,2.0,6.0
AC004884.2,lncRNA,0.0,0.0,0.0,0.5,0.0,0.0
AC004888.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004893.2,lncRNA,1.0,0.5,0.5,0.0,10.0,9.5
AC004895.1,lncRNA,0.0,1.0,2.0,0.0,9.0,6.0
AC004900.1,lncRNA,0.0,0.0,1.0,0.0,0.0,0.0
AC004908.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004908.2,lncRNA,0.0,0.0,0.0,1.0,0.0,0.0
AC004908.3,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC004917.1,lncRNA,0.0,2.0,0.0,0.0,2.0,1.0
AC004918.1,lncRNA,0.0,0.0,1.0,0.0,0.0,1.0
AC004918.3,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004920.1,lncRNA,0.0,0.0,0.0,1.0,0.0,0.0
AC004921.1,lncRNA,0.0,0.0,0.0,0.0,1.0,5.0
AC004921.2,lncRNA,0.0,0.0,0.0,3.0,0.0,0.0
AC004923.4,lncRNA,0.0,0.0,0.0,0.0,3.0,4.0
AC004930.1,lncRNA,0.0,0.0,0.0,0.0,1.0,2.0
AC004936.1,lncRNA,0.0,1.0,4.0,0.0,0.0,1.0
AC004938.2,lncRNA,0.0,0.0,0.0,2.0,3.0,1.0
AC004941.1,lncRNA,1.0,1.0,0.0,0.0,4.0,7.0
AC004943.1,lncRNA,0.0,0.0,0.0,0.0,1.0,3.0
AC004943.2,lncRNA,6.5,4.0,5.5,5.0,18.5,14.0
AC004943.3,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC004944.1,lncRNA,1.0,1.0,0.0,1.0,5.0,1.0
AC004946.1,lncRNA,1.0,0.0,0.0,0.0,0.0,0.0
AC004946.2,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC004947.1,lncRNA,0.0,0.0,1.0,0.0,6.0,4.0
AC004947.3,lncRNA,0.0,1.0,0.0,1.0,6.0,1.0
AC004951.1,lncRNA,0.5,0.0,0.0,1.0,6.0,2.5
AC004951.4,lncRNA,0.67,0.0,0.0,0.67,3.67,1.67
AC004967.2,lncRNA,0.0,2.0,0.0,1.0,1.0,0.0
AC004969.1,lncRNA,0.0,1.0,0.0,0.0,1.0,3.0
AC004974.1,lncRNA,0.0,1.0,3.0,1.0,5.0,6.0
AC004975.2,lncRNA,0.0,0.0,1.0,3.0,3.0,2.0
AC004982.1,lncRNA,0.0,0.0,1.0,0.0,4.0,2.0
AC004990.1,lncRNA,0.0,2.0,2.0,2.0,3.0,2.0
AC005005.3,lncRNA,0.0,0.5,0.0,0.5,2.5,3.0
AC005005.4,lncRNA,13.0,30.0,6.0,21.0,54.0,45.0
AC005006.1,lncRNA,6.0,3.0,0.0,0.0,1.0,0.0
AC005009.1,lncRNA,0.0,0.0,0.0,0.0,1.0,1.0
AC005013.1,lncRNA,0.0,0.0,0.5,0.0,1.0,0.0
AC005014.2,lncRNA,0.0,0.0,1.0,0.0,0.0,1.0
AC005014.3,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC005014.4,lncRNA,0.5,0.0,0.0,0.0,1.0,1.0
AC005019.2,lncRNA,0.0,0.0,0.0,2.0,5.0,12.0
AC005034.2,lncRNA,0.0,1.0,0.0,1.0,1.0,9.0
AC005034.3,lncRNA,0.0,0.5,1.5,1.5,0.0,0.5
AC005034.6,lncRNA,3.0,2.0,2.5,0.0,8.0,5.0
AC005037.1,lncRNA,1.5,4.5,0.0,0.5,2.0,2.0
AC005040.2,lncRNA,0.0,2.0,0.0,7.0,7.0,7.0
AC005041.3,lncRNA,0.0,0.0,1.0,0.0,5.0,3.0
AC005041.4,lncRNA,0.0,0.33,0.33,0.33,6.33,3.5
AC005041.5,lncRNA,0.0,0.33,2.33,0.5,6.5,3.83
AC005042.1,lncRNA,0.0,0.0,1.0,0.0,1.0,1.0
AC005046.1,lncRNA,0.0,0.0,0.0,0.0,0.5,1.5
AC005050.1,lncRNA,0.0,0.0,0.0,0.0,5.0,1.0
AC005050.2,lncRNA,1.0,0.0,1.0,0.0,1.0,1.0
AC005050.3,lncRNA,0.0,0.0,0.0,1.0,0.0,1.0
AC005052.2,lncRNA,0.0,0.0,1.0,1.0,0.0,3.0
AC005062.1,lncRNA,0.0,1.5,1.0,2.0,1.0,3.0
AC005064.1,lncRNA,1.0,2.0,3.0,49.0,13.0,5.0
AC005070.3,lncRNA,0.0,1.0,0.0,1.0,0.0,0.0
AC005071.1,lncRNA,0.0,1.0,0.0,2.0,0.0,0.0
AC005072.1,lncRNA,0.0,0.0,0.0,3.0,1.0,3.0
AC005076.1,lncRNA,2.0,1.0,1.5,0.0,34.0,17.0
AC005081.1,lncRNA,0.0,0.0,1.0,2.0,8.0,3.0
AC005082.1,lncRNA,0.0,4.0,4.0,1.5,11.5,7.0
AC005082.2,lncRNA,0.0,1.0,0.0,0.5,0.5,1.0
AC005083.1,lncRNA,0.0,0.0,0.0,0.0,0.0,1.0
AC005086.2,lncRNA,2.0,0.0,1.0,0.0,3.0,1.0
AC005089.1,lncRNA,4.0,3.0,1.0,9.0,4.0,3.0
AC005090.1,lncRNA,0.0,0.0,0.0,0.0,2.0,2.0
AC005096.1,lncRNA,0.0,0.0,0.0,0.0,1.0,0.0
AC005100.1,lncRNA,0.0,4.0,1.0,2.0,6.0,3.0
AC005100.2,lncRNA,1.0,0.0,1.0,0.0,2.0,2.0
AC005104.1,lncRNA,0.0,0.0,2.0,0.0,0.5,4.0
AC005144.1,lncRNA,0.0,0.0,0.0,0.0,2.0,0.0
AC005153.1,lncRNA,0.0,0.0,1.0,1.0,1.0,2.0
AC005154.3,lncRNA,0.0,0.0,0.0,0.0,0.0,0.5
AC005154.4,lncRNA,2.0,1.0,0.0,0.0,0.0,0.0
AC005160.1,lncRNA,0.0,0.0,1.0,0.0,0.0,0.0
AC005162.1,lncRNA,0.0,0.0,1.0,3.0,13.0,5.0
AC005162.2,lncRNA,2.0,1.0,1.0,1.0,9.0,12.0
AC005165.1,lncRNA,1.0,5.0,4.0,4.0,14.0,18.5
AC005165.3,lncRNA,0.0,2.0,0.0,0.0,1.0,1.5
AC005180.1,lncRNA,0.0,0.0,0.0,0.0,2.0,0.0
AC005180.2,lncRNA,0.0,1.0,0.0,1.0,1.0,1.0
AC005197.1,lncRNA,5.0,0.0,0.0,0.0,1.0,2.0
AC005208.1,lncRNA,0.0,0.0,0.0,0.0,3.0,0.0
AC005209.1,lncRNA,1.0,1.0,1.0,0.5,6.0,3.0
AC005220.1,lncRNA,0.0,0.0,0.0,1.5,1.5,0.0
AC005224.1,lncRNA,1.0,5.0,3.0,3.0,14.0,20.0
AC005224.2,lncRNA,0.0,0.0,0.0,4.0,6.0,6.0
AC005224.3,lncRNA,1.0,2.0,0.0,1.0,7.0,1.0
AC005225.1,lncRNA,0.0,0.0,0.0,0.0,1.0,3.0
